morphology,coupling,lambda,run_id,f_nat,k,distance_original,distance_capped,dragging_original,dragging_capped
Spider,No coupling,0,1,0.159122,0.998983,1.8371,1.8315,0.4982,0.4983
Spider,No coupling,0,2,0.158927,1.000000,1.3795,1.3795,0.4669,0.4669
Spider,No coupling,0,3,0.159151,0.998800,1.8190,1.8012,0.7272,0.7287
Spider,No coupling,0,4,0.159153,0.998785,1.6695,1.6554,0.6369,0.6363
Spider,No coupling,0,5,0.159100,0.999120,1.7864,1.7799,0.5668,0.5664
Spider,No coupling,0,6,0.158911,1.000000,1.7312,1.7312,0.5150,0.5150
Spider,No coupling,0,7,0.159026,0.999587,1.6411,1.6367,0.6470,0.6467
Spider,No coupling,0,8,0.159083,0.999228,2.0738,2.0659,0.6516,0.6509
Spider,No coupling,0,9,0.158862,1.000000,1.6235,1.6235,0.5967,0.5967
Spider,No coupling,0,10,0.159155,0.998778,1.9858,1.9789,0.6279,0.6284
Spider,No coupling,0,11,0.159061,0.999368,1.5461,1.5381,0.5939,0.5945
Spider,No coupling,0,12,0.159133,0.998917,1.7387,1.7326,0.6401,0.6413
Spider,No coupling,0,13,0.159136,0.998897,1.6525,1.6413,0.5069,0.5076
Spider,No coupling,0,14,0.159145,0.998839,1.6871,1.6744,0.6243,0.6240
Spider,No coupling,0,15,0.159155,0.998777,1.7591,1.7468,0.5355,0.5340
Spider,No coupling,0,16,0.159136,0.998897,1.7387,1.7313,0.5185,0.5178
Spider,No coupling,0,17,0.158665,1.000000,1.5637,1.5637,0.5580,0.5580
Spider,No coupling,0,18,0.159150,0.998808,1.8876,1.8719,0.6019,0.6027
Spider,No coupling,0,19,0.159141,0.998865,1.2501,1.2416,0.7271,0.7281
Spider,No coupling,0,20,0.159155,0.998777,1.6338,1.6246,0.5865,0.5884
Spider,No coupling,0,21,0.159130,0.998933,1.6059,1.5938,0.5996,0.5964
Spider,No coupling,0,22,0.158984,0.999853,1.7812,1.7761,0.5923,0.5919
Spider,No coupling,0,23,0.159077,0.999267,1.8375,1.8209,0.4380,0.4370
Spider,No coupling,0,24,0.159151,0.998803,1.7224,1.7196,0.6103,0.6101
Spider,No coupling,0,25,0.159155,0.998776,1.4558,1.4386,0.5161,0.5171
Spider,No coupling,0,26,0.159142,0.998857,1.7861,1.7752,0.6050,0.6052
Spider,No coupling,0,27,0.159153,0.998787,2.0270,2.0122,0.5777,0.5765
Spider,No coupling,0,28,0.159129,0.998939,1.4410,1.4296,0.5781,0.5780
Spider,No coupling,0,29,0.159152,0.998793,1.6083,1.5920,0.6154,0.6159
Spider,No coupling,0,30,0.159154,0.998784,1.6381,1.6260,0.4359,0.4382
Spider,No coupling,1,1,0.159139,0.998876,1.4613,1.4503,0.4657,0.4673
Spider,No coupling,1,2,0.159153,0.998787,1.3100,1.3024,0.3312,0.3333
Spider,No coupling,1,3,0.158023,1.000000,2.0057,2.0057,0.2893,0.2893
Spider,No coupling,1,4,0.159054,0.999407,1.2925,1.2903,0.3385,0.3409
Spider,No coupling,1,5,0.159147,0.998824,1.9315,1.8869,0.3879,0.3999
Spider,No coupling,1,6,0.158182,1.000000,1.5321,1.5321,0.3764,0.3764
Spider,No coupling,1,7,0.158815,1.000000,1.3621,1.3621,0.4694,0.4694
Spider,No coupling,1,8,0.159154,0.998780,1.8073,1.7998,0.3871,0.3893
Spider,No coupling,1,9,0.159053,0.999414,1.3506,1.3381,0.3208,0.3448
Spider,No coupling,1,10,0.159154,0.998782,1.2358,1.2346,0.4404,0.4415
Spider,No coupling,1,11,0.159127,0.998953,1.6903,1.6923,0.4815,0.4853
Spider,No coupling,1,12,0.156677,1.000000,1.2602,1.2602,0.1915,0.1915
Spider,No coupling,1,13,0.154534,1.000000,1.7216,1.7216,0.4233,0.4233
Spider,No coupling,1,14,0.159154,0.998781,1.5878,1.5808,0.3574,0.3588
Spider,No coupling,1,15,0.159146,0.998830,1.6158,1.6026,0.4663,0.4687
Spider,No coupling,1,16,0.158274,1.000000,1.2323,1.2323,0.3874,0.3874
Spider,No coupling,1,17,0.154499,1.000000,1.0211,1.0211,0.3141,0.3141
Spider,No coupling,1,18,0.159151,0.998802,1.6050,1.5992,0.3816,0.3855
Spider,No coupling,1,19,0.159144,0.998846,1.3585,1.3560,0.4535,0.4558
Spider,No coupling,1,20,0.159147,0.998827,1.6551,1.6396,0.3644,0.3713
Spider,No coupling,1,21,0.159138,0.998883,1.5797,1.5676,0.4468,0.4466
Spider,No coupling,1,22,0.156573,1.000000,1.4182,1.4182,0.3358,0.3358
Spider,No coupling,1,23,0.159066,0.999336,1.9844,1.9802,0.2933,0.2949
Spider,No coupling,1,24,0.159147,0.998828,1.0874,1.0783,0.3389,0.3387
Spider,No coupling,1,25,0.159144,0.998844,1.7453,1.7335,0.2732,0.2749
Spider,No coupling,1,26,0.159145,0.998837,1.2525,1.2527,0.2743,0.2776
Spider,No coupling,1,27,0.159151,0.998798,1.7627,1.7545,0.2779,0.2811
Spider,No coupling,1,28,0.159025,0.999590,1.5228,1.5133,0.3871,0.3877
Spider,No coupling,1,29,0.157120,1.000000,1.2787,1.2787,0.4526,0.4526
Spider,No coupling,1,30,0.158751,1.000000,1.7427,1.7427,0.3409,0.3409
Spider,No coupling,2,1,0.159154,0.998779,1.1633,1.1484,0.2233,0.2276
Spider,No coupling,2,2,0.159052,0.999422,1.4142,1.4089,0.1350,0.1373
Spider,No coupling,2,3,0.159152,0.998793,1.1772,1.1663,0.2965,0.2991
Spider,No coupling,2,4,0.159137,0.998886,1.4569,1.4406,0.3094,0.3119
Spider,No coupling,2,5,0.156264,1.000000,1.5630,1.5630,0.0528,0.0528
Spider,No coupling,2,6,0.147173,1.000000,1.3565,1.3565,0.2895,0.2895
Spider,No coupling,2,7,0.154781,1.000000,1.2081,1.2081,0.3466,0.3466
Spider,No coupling,2,8,0.155948,1.000000,1.5008,1.5008,0.1592,0.1592
Spider,No coupling,2,9,0.159155,0.998778,1.1802,1.1714,0.2723,0.2753
Spider,No coupling,2,10,0.159152,0.998794,1.6023,1.5865,0.2063,0.2091
Spider,No coupling,2,11,0.154993,1.000000,0.8572,0.8572,0.3309,0.3309
Spider,No coupling,2,12,0.159153,0.998787,1.5267,1.5185,0.1655,0.1691
Spider,No coupling,2,13,0.155179,1.000000,0.7557,0.7557,0.0968,0.0968
Spider,No coupling,2,14,0.156676,1.000000,1.5404,1.5404,0.1508,0.1508
Spider,No coupling,2,15,0.152985,1.000000,1.6025,1.6025,0.4389,0.4389
Spider,No coupling,2,16,0.158639,1.000000,1.5894,1.5894,0.1950,0.1950
Spider,No coupling,2,17,0.146968,1.000000,1.2717,1.2717,0.4165,0.4165
Spider,No coupling,2,18,0.159154,0.998780,1.4159,1.3971,0.2468,0.2501
Spider,No coupling,2,19,0.159154,0.998779,1.6663,1.6536,0.3980,0.3988
Spider,No coupling,2,20,0.159140,0.998871,1.7847,1.7769,0.2676,0.2699
Spider,No coupling,2,21,0.155636,1.000000,1.5954,1.5954,0.0043,0.0043
Spider,No coupling,2,22,0.156267,1.000000,1.4930,1.4930,0.1223,0.1223
Spider,No coupling,2,23,0.159077,0.999268,1.1525,1.1484,0.3172,0.3206
Spider,No coupling,2,24,0.159153,0.998789,1.3748,1.3700,0.2364,0.2411
Spider,No coupling,2,25,0.159151,0.998800,1.8474,1.8385,0.1687,0.1708
Spider,No coupling,2,26,0.159152,0.998794,1.0663,1.0495,0.3303,0.3318
Spider,No coupling,2,27,0.159155,0.998776,1.6844,1.6802,0.2858,0.2859
Spider,No coupling,2,28,0.159154,0.998782,1.3086,1.3028,0.2348,0.2373
Spider,No coupling,2,29,0.159028,0.999573,0.9657,0.9616,0.1982,0.2058
Spider,No coupling,2,30,0.155547,1.000000,1.5365,1.5365,0.1907,0.1907
Spider,No coupling,3,1,0.159155,0.998778,1.4568,1.4502,0.0631,0.0653
Spider,No coupling,3,2,0.159155,0.998778,0.9583,0.9390,0.2099,0.2111
Spider,No coupling,3,3,0.159085,0.999216,1.3309,1.3245,0.0777,0.0779
Spider,No coupling,3,4,0.159151,0.998803,1.3630,1.3423,0.1135,0.1133
Spider,No coupling,3,5,0.158582,1.000000,1.0761,1.0761,0.0651,0.0651
Spider,No coupling,3,6,0.154405,1.000000,1.3982,1.3982,0.2950,0.2950
Spider,No coupling,3,7,0.157530,1.000000,1.3131,1.3131,0.0882,0.0882
Spider,No coupling,3,8,0.159101,0.999116,1.5954,1.5856,0.1530,0.1542
Spider,No coupling,3,9,0.159153,0.998791,1.7025,1.7009,0.1419,0.1428
Spider,No coupling,3,10,0.151057,1.000000,1.1111,1.1111,0.0760,0.0760
Spider,No coupling,3,11,0.159130,0.998929,1.1211,1.1072,0.0516,0.0539
Spider,No coupling,3,12,0.159152,0.998792,1.2890,1.2808,0.1429,0.1441
Spider,No coupling,3,13,0.157785,1.000000,1.1576,1.1576,0.0974,0.0974
Spider,No coupling,3,14,0.121880,1.000000,0.5836,0.5836,0.0017,0.0017
Spider,No coupling,3,15,0.159153,0.998789,1.3791,1.3736,0.2145,0.2173
Spider,No coupling,3,16,0.159149,0.998815,0.7406,0.7330,0.0017,0.0070
Spider,No coupling,3,17,0.154497,1.000000,1.2741,1.2741,0.0017,0.0017
Spider,No coupling,3,18,0.152783,1.000000,1.1715,1.1715,0.1082,0.1082
Spider,No coupling,3,19,0.156369,1.000000,1.7392,1.7392,0.0075,0.0075
Spider,No coupling,3,20,0.159154,0.998779,0.8874,0.8795,0.0493,0.0504
Spider,No coupling,3,21,0.159154,0.998784,1.3105,1.3069,0.0074,0.0076
Spider,No coupling,3,22,0.159146,0.998830,0.8080,0.8018,0.0084,0.0086
Spider,No coupling,3,23,0.159140,0.998869,1.1968,1.1903,0.0098,0.0102
Spider,No coupling,3,24,0.159115,0.999027,1.4138,1.4071,0.0869,0.0877
Spider,No coupling,3,25,0.136569,1.000000,1.0592,1.0592,0.0536,0.0536
Spider,No coupling,3,26,0.159117,0.999015,0.8583,0.8566,0.0017,0.0017
Spider,No coupling,3,27,0.153047,1.000000,1.0533,1.0533,0.0017,0.0017
Spider,No coupling,3,28,0.152294,1.000000,1.2649,1.2649,0.0018,0.0018
Spider,No coupling,3,29,0.159131,0.998924,1.1222,1.1165,0.0856,0.0887
Spider,No coupling,3,30,0.159152,0.998792,1.2082,1.1997,0.0771,0.0771
Spider,Neighbour,0,1,0.257400,0.617561,2.7244,1.5527,0.6178,0.6689
Spider,Neighbour,0,2,0.249217,0.637839,2.8158,1.5489,0.5924,0.6858
Spider,Neighbour,0,3,0.251976,0.630853,2.6070,1.4461,0.6106,0.6366
Spider,Neighbour,0,4,0.238180,0.667396,2.4064,1.5004,0.4761,0.5942
Spider,Neighbour,0,5,0.257327,0.617735,2.5717,1.4227,0.5259,0.5432
Spider,Neighbour,0,6,0.257504,0.617310,2.7154,1.5616,0.5638,0.6129
Spider,Neighbour,0,7,0.249322,0.637569,2.7335,1.5399,0.6275,0.6935
Spider,Neighbour,0,8,0.256227,0.620387,2.5657,1.4613,0.5762,0.6052
Spider,Neighbour,0,9,0.255347,0.622526,2.6985,1.6685,0.4962,0.5156
Spider,Neighbour,0,10,0.242806,0.654680,2.6453,1.4503,0.5586,0.5937
Spider,Neighbour,0,11,0.249563,0.636954,2.9458,1.6341,0.5051,0.5756
Spider,Neighbour,0,12,0.251146,0.632940,2.7700,1.5759,0.4995,0.4993
Spider,Neighbour,0,13,0.256634,0.619403,2.8406,1.5734,0.5205,0.5967
Spider,Neighbour,0,14,0.249559,0.636964,2.7116,1.5152,0.5219,0.5782
Spider,Neighbour,0,15,0.251135,0.632968,2.6915,1.4388,0.5209,0.5705
Spider,Neighbour,0,16,0.243745,0.652156,2.5663,1.5413,0.5852,0.6516
Spider,Neighbour,0,17,0.248825,0.638844,2.9628,1.6220,0.5098,0.5811
Spider,Neighbour,0,18,0.257262,0.617893,2.3957,1.2506,0.5935,0.6611
Spider,Neighbour,0,19,0.247885,0.641266,2.8533,1.5260,0.4935,0.5455
Spider,Neighbour,0,20,0.244271,0.650753,2.7531,1.4991,0.4183,0.5732
Spider,Neighbour,0,21,0.225935,0.703567,2.6462,1.7315,0.5509,0.5843
Spider,Neighbour,0,22,0.252465,0.629633,2.8788,1.6043,0.5146,0.6196
Spider,Neighbour,0,23,0.247536,0.642170,2.6963,1.4417,0.5594,0.6008
Spider,Neighbour,0,24,0.255551,0.622029,2.7129,1.4416,0.5243,0.6254
Spider,Neighbour,0,25,0.251024,0.633246,2.8071,1.5332,0.5826,0.6869
Spider,Neighbour,0,26,0.252237,0.630202,2.7143,1.5524,0.5656,0.6482
Spider,Neighbour,0,27,0.254970,0.623447,2.8353,1.5916,0.5247,0.5294
Spider,Neighbour,0,28,0.238970,0.665189,2.8399,1.7435,0.4870,0.5682
Spider,Neighbour,0,29,0.255116,0.623089,2.6232,1.4558,0.5247,0.5684
Spider,Neighbour,0,30,0.242133,0.656499,2.4879,1.4029,0.5935,0.6820
Spider,Neighbour,1,1,0.256911,0.618736,2.5018,1.4181,0.3259,0.3340
Spider,Neighbour,1,2,0.245356,0.647877,2.4938,1.4076,0.3326,0.4293
Spider,Neighbour,1,3,0.223981,0.709703,2.1381,1.4052,0.2679,0.3727
Spider,Neighbour,1,4,0.248087,0.640745,2.1391,1.0903,0.0675,0.1093
Spider,Neighbour,1,5,0.248400,0.639937,2.6568,1.5369,0.3778,0.5073
Spider,Neighbour,1,6,0.246720,0.644294,2.5540,1.3964,0.3591,0.4770
Spider,Neighbour,1,7,0.247116,0.643262,2.7276,1.5918,0.4354,0.5070
Spider,Neighbour,1,8,0.238489,0.666530,1.9423,1.2537,0.2390,0.3281
Spider,Neighbour,1,9,0.220091,0.722247,2.2557,1.5714,0.1996,0.2582
Spider,Neighbour,1,10,0.238740,0.665829,2.4323,1.6218,0.2577,0.3483
Spider,Neighbour,1,11,0.247077,0.643363,2.0778,1.0136,0.1207,0.1150
Spider,Neighbour,1,12,0.239321,0.664212,2.4584,1.3580,0.3150,0.4599
Spider,Neighbour,1,13,0.246720,0.644293,2.2314,1.2367,0.4473,0.5045
Spider,Neighbour,1,14,0.246911,0.643795,2.4672,1.3896,0.4809,0.5362
Spider,Neighbour,1,15,0.238549,0.666361,2.6502,1.4500,0.3578,0.3816
Spider,Neighbour,1,16,0.246997,0.643571,2.4696,1.3543,0.3837,0.5116
Spider,Neighbour,1,17,0.237706,0.668726,2.2525,1.1799,0.3159,0.3299
Spider,Neighbour,1,18,0.246768,0.644169,2.7289,1.5426,0.4148,0.5016
Spider,Neighbour,1,19,0.242470,0.655586,2.3566,1.4597,0.3179,0.4094
Spider,Neighbour,1,20,0.239019,0.665052,1.9540,1.1560,0.1771,0.1791
Spider,Neighbour,1,21,0.243632,0.652459,2.4859,1.4864,0.3649,0.5206
Spider,Neighbour,1,22,0.247613,0.641971,2.8214,1.6340,0.4383,0.5318
Spider,Neighbour,1,23,0.256841,0.618905,2.4338,1.3472,0.4152,0.5335
Spider,Neighbour,1,24,0.253466,0.627145,2.5545,1.4163,0.3783,0.4704
Spider,Neighbour,1,25,0.245619,0.647181,2.7123,1.6028,0.4584,0.5939
Spider,Neighbour,1,26,0.245944,0.646327,2.4229,1.2677,0.3050,0.3855
Spider,Neighbour,1,27,0.250301,0.635075,2.1116,0.9967,0.1946,0.2547
Spider,Neighbour,1,28,0.255672,0.621734,2.3233,1.3134,0.3583,0.4322
Spider,Neighbour,1,29,0.253570,0.626890,2.4972,1.4038,0.2983,0.3473
Spider,Neighbour,1,30,0.246907,0.643806,2.6213,1.5899,0.4476,0.5810
Spider,Neighbour,2,1,0.255086,0.623163,2.0323,1.0895,0.3257,0.3948
Spider,Neighbour,2,2,0.225079,0.706242,2.0194,1.2048,0.0496,0.0732
Spider,Neighbour,2,3,0.236813,0.671248,2.3575,1.4939,0.3075,0.3908
Spider,Neighbour,2,4,0.245193,0.648306,2.1671,1.0936,0.0765,0.1298
Spider,Neighbour,2,5,0.210054,0.756758,1.7301,1.2883,0.0147,0.0047
Spider,Neighbour,2,6,0.220917,0.719546,2.6362,1.7290,0.0043,0.0043
Spider,Neighbour,2,7,0.242517,0.655459,2.1225,1.2195,0.0635,0.1000
Spider,Neighbour,2,8,0.254621,0.624301,2.0171,1.0211,0.0024,0.0220
Spider,Neighbour,2,9,0.243056,0.654006,1.6782,0.9466,0.0880,0.1618
Spider,Neighbour,2,10,0.257482,0.617365,2.2351,1.2696,0.2047,0.2598
Spider,Neighbour,2,11,0.181025,0.878111,1.6376,1.3003,0.0573,0.0653
Spider,Neighbour,2,12,0.225344,0.705410,1.8982,1.2097,0.0861,0.1431
Spider,Neighbour,2,13,0.257217,0.618000,2.3052,1.2589,0.2356,0.3975
Spider,Neighbour,2,14,0.245916,0.646399,1.7704,0.7629,0.1535,0.2031
Spider,Neighbour,2,15,0.225230,0.705769,2.2042,1.2616,0.1610,0.2217
Spider,Neighbour,2,16,0.248604,0.639411,2.0038,1.0770,0.1271,0.2198
Spider,Neighbour,2,17,0.225305,0.705533,1.8974,1.0017,0.1759,0.1559
Spider,Neighbour,2,18,0.246983,0.643606,2.2005,1.1212,0.2099,0.3084
Spider,Neighbour,2,19,0.225372,0.705324,1.6291,0.9155,0.0191,0.0284
Spider,Neighbour,2,20,0.237578,0.669086,2.2409,1.1438,0.2781,0.3382
Spider,Neighbour,2,21,0.212102,0.749452,2.3960,1.6298,0.0312,0.0435
Spider,Neighbour,2,22,0.246486,0.644904,2.4462,1.4425,0.2917,0.4648
Spider,Neighbour,2,23,0.212440,0.748259,2.3533,1.5850,0.0278,0.0400
Spider,Neighbour,2,24,0.248409,0.639912,1.9741,1.0991,0.4164,0.4489
Spider,Neighbour,2,25,0.210131,0.756482,2.3006,1.5182,0.2016,0.2702
Spider,Neighbour,2,26,0.205906,0.772002,2.1642,1.4927,0.0344,0.0442
Spider,Neighbour,2,27,0.245655,0.647088,2.2258,1.2474,0.2550,0.3526
Spider,Neighbour,2,28,0.218939,0.726048,2.2903,1.3694,0.0098,0.0029
Spider,Neighbour,2,29,0.237361,0.669699,1.9478,1.1605,0.0303,0.0208
Spider,Neighbour,2,30,0.245661,0.647072,1.8705,0.7916,0.1479,0.1798
Spider,Neighbour,3,1,0.222773,0.713554,1.9660,1.3224,0.0173,0.0505
Spider,Neighbour,3,2,0.237553,0.669155,1.9681,1.2339,0.0069,0.0144
Spider,Neighbour,3,3,0.214488,0.741113,2.1216,1.3908,0.0020,0.0052
Spider,Neighbour,3,4,0.218048,0.729015,2.3391,1.5862,0.0025,0.0018
Spider,Neighbour,3,5,0.215566,0.737409,1.4833,0.9250,0.0220,0.0292
Spider,Neighbour,3,6,0.256210,0.620430,2.0412,1.0216,0.0226,0.0402
Spider,Neighbour,3,7,0.214777,0.740116,2.0244,1.3057,0.0017,0.0017
Spider,Neighbour,3,8,0.245407,0.647740,1.8392,0.7786,0.0136,0.0215
Spider,Neighbour,3,9,0.218623,0.727097,1.5877,0.9458,0.0022,0.0017
Spider,Neighbour,3,10,0.211251,0.752470,1.5783,0.9761,0.0017,0.0100
Spider,Neighbour,3,11,0.226141,0.702924,1.6680,0.9043,0.1552,0.1499
Spider,Neighbour,3,12,0.213479,0.744618,1.9698,1.2802,0.0060,0.0106
Spider,Neighbour,3,13,0.228279,0.696341,1.8740,1.2128,0.1077,0.1302
Spider,Neighbour,3,14,0.245309,0.647999,2.0462,1.0439,0.0800,0.1569
Spider,Neighbour,3,15,0.220967,0.719385,1.7816,1.1603,0.0921,0.1213
Spider,Neighbour,3,16,0.217247,0.731703,2.3994,1.5723,0.1035,0.1270
Spider,Neighbour,3,17,0.213466,0.744663,1.6898,1.0728,0.0284,0.0493
Spider,Neighbour,3,18,0.237710,0.668715,2.2324,1.1123,0.2134,0.2140
Spider,Neighbour,3,19,0.257358,0.617662,1.3734,0.7974,0.0120,0.0017
Spider,Neighbour,3,20,0.225396,0.705249,2.1532,1.4382,0.0106,0.0197
Spider,Neighbour,3,21,0.220415,0.721186,1.7933,1.1512,0.1568,0.1807
Spider,Neighbour,3,22,0.245977,0.646240,2.0938,1.0534,0.0065,0.0245
Spider,Neighbour,3,23,0.212765,0.747116,1.5340,1.0926,0.0639,0.1032
Spider,Neighbour,3,24,0.194987,0.815236,2.0068,1.5651,0.0263,0.0329
Spider,Neighbour,3,25,0.251506,0.632033,2.0007,1.1538,0.2471,0.2818
Spider,Neighbour,3,26,0.213524,0.744461,2.3184,1.5558,0.0221,0.0379
Spider,Neighbour,3,27,0.192520,0.825683,1.9956,1.5716,0.0017,0.0017
Spider,Neighbour,3,28,0.244453,0.650268,2.0603,1.0329,0.1781,0.2651
Spider,Neighbour,3,29,0.256944,0.618658,1.7801,0.7555,0.1820,0.2594
Spider,Neighbour,3,30,0.236811,0.671254,1.8911,1.2120,0.0548,0.1011
Spider,Structured,0,1,0.312988,0.507880,3.0108,1.4740,0.5859,0.6017
Spider,Structured,0,2,0.375199,0.423669,3.1089,1.0533,0.3872,0.4041
Spider,Structured,0,3,0.380194,0.418103,3.2929,1.1643,0.5209,0.5357
Spider,Structured,0,4,0.362172,0.438907,2.6916,0.9567,0.4680,0.6075
Spider,Structured,0,5,0.274300,0.579511,2.9215,1.5197,0.5008,0.5319
Spider,Structured,0,6,0.377861,0.420684,2.8557,1.0186,0.5197,0.5996
Spider,Structured,0,7,0.346597,0.458631,2.9539,1.1967,0.6297,0.6751
Spider,Structured,0,8,0.346263,0.459073,3.0400,1.2935,0.6899,0.7530
Spider,Structured,0,9,0.341368,0.465656,3.0142,1.2558,0.5476,0.5085
Spider,Structured,0,10,0.379266,0.419126,3.3859,1.2591,0.4340,0.3870
Spider,Structured,0,11,0.352697,0.450699,3.3486,1.3489,0.6299,0.6762
Spider,Structured,0,12,0.378159,0.420353,2.5944,0.8893,0.5110,0.5179
Spider,Structured,0,13,0.324407,0.490002,2.6694,1.1143,0.6021,0.6578
Spider,Structured,0,14,0.377453,0.421139,3.1808,1.1560,0.4413,0.3387
Spider,Structured,0,15,0.339858,0.467726,3.2614,1.3493,0.6194,0.6303
Spider,Structured,0,16,0.370568,0.428964,3.0478,1.1348,0.5434,0.7190
Spider,Structured,0,17,0.316300,0.502561,2.9913,1.3284,0.5472,0.5847
Spider,Structured,0,18,0.347277,0.457732,3.0553,1.2578,0.6680,0.6797
Spider,Structured,0,19,0.378978,0.419444,3.1596,1.1785,0.6412,0.6961
Spider,Structured,0,20,0.300800,0.528458,2.8050,1.4650,0.5488,0.5590
Spider,Structured,0,21,0.311433,0.510415,2.8737,1.3586,0.4781,0.5513
Spider,Structured,0,22,0.355412,0.447256,2.5057,0.9088,0.4983,0.5550
Spider,Structured,0,23,0.423951,0.374950,2.9488,0.9750,0.5314,0.5659
Spider,Structured,0,24,0.309650,0.513354,3.0790,1.2181,0.6153,0.7095
Spider,Structured,0,25,0.314512,0.505418,3.0619,1.4120,0.5549,0.6030
Spider,Structured,0,26,0.332967,0.477406,3.0065,1.1577,0.4930,0.5664
Spider,Structured,0,27,0.340074,0.467428,3.0153,1.3384,0.5571,0.5799
Spider,Structured,0,28,0.306621,0.518425,2.4966,1.0681,0.5575,0.5887
Spider,Structured,0,29,0.302370,0.525714,2.5745,1.1900,0.5434,0.5982
Spider,Structured,0,30,0.340548,0.466777,3.0934,1.3144,0.4726,0.4507
Spider,Structured,1,1,0.332086,0.478671,2.8270,1.3139,0.2683,0.4026
Spider,Structured,1,2,0.394126,0.403323,2.2833,0.7001,0.1778,0.3226
Spider,Structured,1,3,0.405886,0.391638,3.9477,1.3656,0.0210,0.0057
Spider,Structured,1,4,0.282285,0.563120,2.2378,1.2923,0.3212,0.4818
Spider,Structured,1,5,0.405815,0.391706,3.9536,1.3705,0.0239,0.0098
Spider,Structured,1,6,0.372146,0.427145,2.9023,1.1638,0.2926,0.3405
Spider,Structured,1,7,0.318748,0.498701,2.8069,1.2578,0.2451,0.3618
Spider,Structured,1,8,0.341365,0.465661,2.2629,0.9298,0.0861,0.1793
Spider,Structured,1,9,0.387926,0.409769,3.8038,1.3670,0.1979,0.2789
Spider,Structured,1,10,0.392552,0.404941,2.8726,1.0476,0.0020,0.0079
Spider,Structured,1,11,0.340625,0.466672,2.7367,1.1736,0.3517,0.4723
Spider,Structured,1,12,0.408503,0.389128,2.3721,0.7499,0.0514,0.0315
Spider,Structured,1,13,0.340932,0.466252,2.8057,1.1880,0.3789,0.4169
Spider,Structured,1,14,0.409345,0.388328,3.6757,1.2030,0.1517,0.1951
Spider,Structured,1,15,0.376618,0.422073,2.1451,0.6666,0.1198,0.1466
Spider,Structured,1,16,0.342609,0.463970,2.7491,1.1255,0.0556,0.0817
Spider,Structured,1,17,0.321788,0.493990,2.7249,1.1533,0.0030,0.0079
Spider,Structured,1,18,0.309359,0.513837,2.8285,1.3569,0.2179,0.2049
Spider,Structured,1,19,0.396075,0.401338,2.5095,0.7246,0.3409,0.4674
Spider,Structured,1,20,0.411503,0.386292,3.3771,1.1844,0.0019,0.0017
Spider,Structured,1,21,0.421988,0.376693,4.7412,1.6265,0.0017,0.0017
Spider,Structured,1,22,0.388985,0.408653,3.6580,1.4041,0.0934,0.1222
Spider,Structured,1,23,0.329791,0.482002,2.4973,0.9691,0.3860,0.4858
Spider,Structured,1,24,0.341718,0.465179,3.3804,1.2031,0.0298,0.0503
Spider,Structured,1,25,0.421859,0.376808,4.4254,1.4551,0.0017,0.0017
Spider,Structured,1,26,0.331634,0.479324,2.3885,0.9214,0.0915,0.2311
Spider,Structured,1,27,0.369217,0.430533,2.4011,0.7984,0.3394,0.4392
Spider,Structured,1,28,0.306304,0.518962,2.5636,1.2530,0.4213,0.5092
Spider,Structured,1,29,0.311299,0.510635,2.5801,1.2093,0.4009,0.5547
Spider,Structured,1,30,0.370425,0.429129,2.5180,0.9606,0.4042,0.5644
Spider,Structured,2,1,0.340498,0.466846,2.2007,0.9096,0.0017,0.0255
Spider,Structured,2,2,0.406243,0.391293,4.8647,1.7010,0.0017,0.0017
Spider,Structured,2,3,0.387667,0.410043,3.4741,1.3537,0.0044,0.0177
Spider,Structured,2,4,0.438051,0.362881,4.6585,1.4953,0.0017,0.0017
Spider,Structured,2,5,0.425684,0.373423,2.6113,0.8756,0.0359,0.0474
Spider,Structured,2,6,0.406451,0.391093,4.8255,1.6562,0.0017,0.0017
Spider,Structured,2,7,0.339399,0.468358,2.8613,1.1411,0.1005,0.1872
Spider,Structured,2,8,0.349618,0.454668,2.6183,1.1797,0.0570,0.0948
Spider,Structured,2,9,0.348011,0.456767,3.2778,1.2735,0.0017,0.0139
Spider,Structured,2,10,0.376004,0.422761,3.1593,1.1564,0.0032,0.0089
Spider,Structured,2,11,0.350479,0.453551,3.3815,1.3317,0.0712,0.1585
