robot,variant,coupling,terrain,generation,median,q25,q75,mean,std,n
ege,phi,uncoupled,rugged,90,3.3575,2.768,4.281000000000001,3.5675666666666666,1.0006537409091132,30
ege,phi,uncoupled,rugged,100,3.5145,3.11675,4.51075,3.8588666666666667,0.9617098183509637,30
ege,phi,uncoupled,rugged,110,4.4345,3.514,4.7695,4.2448,0.9517944359344943,30
ege,phi,uncoupled,rugged,120,4.6825,4.01075,5.14175,4.6583,1.0130555742661524,30
ege,phi,uncoupled,rugged,130,4.6825,4.1370000000000005,5.3255,4.7336,1.0870860956292028,30
ege,phi,uncoupled,rugged,140,4.702500000000001,4.31325,5.561,4.945366666666667,1.238385196698628,30
ege,phi,uncoupled,rugged,150,4.832000000000001,4.44625,5.74375,5.143133333333334,1.4000844736419777,30
ege,phi,uncoupled,rugged,160,5.02,4.585,6.101,5.331433333333334,1.4720222000606051,30
ege,phi,uncoupled,rugged,170,5.265499999999999,4.60675,6.1507499999999995,5.465,1.5502803083580585,30
ege,phi,uncoupled,rugged,180,5.442,4.73675,6.37775,5.657633333333334,1.535077881509225,30
ege,phi,uncoupled,rugged,190,5.67,4.7895,6.4035,5.8037,1.5069138627191578,30
ege,phi,uncoupled,rugged,200,5.906499999999999,4.81925,6.92075,5.9520333333333335,1.5343978372601106,30
ege,phi,uncoupled,rugged,210,6.1385000000000005,5.01225,7.09625,6.0918,1.4959046253942336,30
ege,phi,uncoupled,rugged,220,6.3725,5.02375,7.35475,6.317666666666667,1.6241538557434876,30
ege,phi,uncoupled,rugged,230,6.466,5.0440000000000005,7.528499999999999,6.411666666666666,1.6362192192164635,30
ege,phi,uncoupled,rugged,240,6.5169999999999995,5.1005,7.57925,6.5169999999999995,1.6791674045233826,30
ege,phi,uncoupled,rugged,250,6.542999999999999,5.38475,7.936999999999999,6.712966666666667,1.6740237810557623,30
ege,phi,uncoupled,rugged,260,6.6625,5.4755,8.07275,6.837833333333333,1.7236627417004862,30
ege,phi,uncoupled,rugged,270,6.6899999999999995,5.55075,8.105,6.9495,1.749372789079679,30
ege,phi,uncoupled,rugged,280,6.7005,5.686,8.111500000000001,7.076233333333334,1.692514527688546,30
ege,phi,uncoupled,rugged,290,6.7005,5.88175,8.235000000000001,7.1876,1.6905828947844976,30
ege,phi,uncoupled,rugged,300,6.7684999999999995,5.8885,8.4065,7.268866666666667,1.7241425601776936,30
gecko,base,blf,flat,1,1.8885,1.4355,2.47425,2.039266666666667,0.8776687747441626,30
gecko,base,blf,flat,10,4.656,4.09925,5.057,4.662133333333333,0.8687079082666723,30
gecko,base,blf,flat,20,5.688,4.8885000000000005,6.5409999999999995,5.788200000000001,1.2630689882051245,30
gecko,base,blf,flat,30,6.6425,6.17275,7.63525,6.8834333333333335,1.5966611214599078,30
gecko,base,blf,flat,40,7.1215,6.58725,8.26925,7.636333333333334,2.0034046767566887,30
gecko,base,blf,flat,50,8.2985,6.7135,10.18475,8.605633333333333,2.416124918033054,30
gecko,base,blf,flat,60,9.0695,7.763,11.48175,9.6711,2.649998820429145,30
gecko,base,blf,flat,70,9.8525,8.8665,13.212,10.7485,2.7883330423700134,30
gecko,base,blf,flat,80,11.2915,9.4915,13.5425,11.5506,2.6443730578277935,30
gecko,base,blf,flat,90,11.975000000000001,10.2475,14.45525,12.3614,2.8457265068386555,30
gecko,base,blf,flat,100,12.631,10.93075,15.24425,12.981966666666667,2.793416724882017,30
gecko,base,blf,flat,110,13.682,11.293750000000001,15.74625,13.647400000000001,2.737054074529137,30
gecko,base,blf,flat,120,14.555,12.14725,16.508499999999998,14.389100000000001,2.7978288669905305,30
gecko,base,blf,flat,130,14.9935,13.0555,17.30825,15.058166666666667,2.7745851393320584,30
gecko,base,blf,flat,140,15.5475,13.33925,17.958000000000002,15.616633333333334,2.9230946341557074,30
gecko,base,blf,flat,150,16.311,13.704,18.502000000000002,16.129233333333335,3.0236912436261774,30
gecko,base,blf,flat,160,16.789,13.80025,18.979750000000003,16.5409,3.0255042822757603,30
gecko,base,blf,flat,170,17.2975,14.00925,19.3305,16.971333333333334,3.1501290431513675,30
gecko,base,blf,flat,180,17.666,14.1745,19.773,17.2685,3.2351515953394805,30
gecko,base,blf,flat,190,17.8575,14.1745,20.156,17.53056666666667,3.3804128464795067,30
gecko,base,blf,flat,200,18.433,14.314,20.43425,17.8105,3.4233691888910074,30
gecko,base,blf,flat,210,18.8505,14.4625,20.44275,18.0201,3.523040578916123,30
gecko,base,blf,flat,220,18.9515,14.557500000000001,20.46825,18.174366666666668,3.54167630760013,30
gecko,base,blf,flat,230,19.032,14.971,20.6465,18.364266666666666,3.516413621009763,30
gecko,base,blf,flat,240,19.164,15.437999999999999,20.78975,18.535866666666667,3.5612697535389346,30
gecko,base,blf,flat,250,19.256,16.274250000000002,21.101,18.709166666666665,3.5592608113186235,30
gecko,base,blf,flat,260,19.275,16.7105,21.244,18.837433333333333,3.5794632393152463,30
