robot,variant,coupling,terrain,seed,distance,em,drag_pct
spider,base,blf,rugged,10,11.482787530871702,0.873581971086278,41.306666666666665
spider,phi,uncoupled,flat,1,13.89746654651691,0.8881886788578254,42.41666666666666
spider,phi,uncoupled,flat,2,11.18860713115616,0.6776836743624419,20.12
spider,phi,uncoupled,flat,3,6.15434523243899,0.6172694568814602,34.86333333333334
spider,phi,uncoupled,flat,4,7.633647094185551,0.5271434125328419,16.676666666666666
spider,phi,uncoupled,flat,5,8.587053290752353,0.4882571175217006,7.156666666666666
spider,phi,uncoupled,flat,6,10.933795162911071,0.8868449820829359,22.13
spider,phi,uncoupled,flat,7,5.7007396085782895,0.4846401316232001,49.36666666666667
spider,phi,uncoupled,flat,8,9.334987847872824,0.8270262808937459,59.93333333333333
spider,phi,uncoupled,flat,9,14.106761743991417,0.7601145110627584,28.76333333333333
spider,phi,uncoupled,flat,10,5.525010050574815,0.4900360385995509,25.48
spider,phi,uncoupled,rugged,1,10.152745745419088,0.7775138109159975,5.593333333333334
spider,phi,uncoupled,rugged,2,9.053232063688997,0.647698248566735,32.693333333333335
spider,phi,uncoupled,rugged,3,7.476620310184139,0.5393196517629124,2.286666666666666
spider,phi,uncoupled,rugged,4,9.222267409541985,0.7481615132315214,5.616666666666666
spider,phi,uncoupled,rugged,5,10.900533894442496,0.8235123833795152,48.03
spider,phi,uncoupled,rugged,6,9.282282372348812,0.7165410449760067,39.20333333333333
spider,phi,uncoupled,rugged,7,10.62581387435982,0.7797690140997459,34.50666666666667
spider,phi,uncoupled,rugged,8,11.591701089319384,0.7869248553352944,42.61333333333334
spider,phi,uncoupled,rugged,9,8.948848755161816,0.7467097967384335,33.123333333333335
spider,phi,uncoupled,rugged,10,11.336140841786529,0.8147885721232162,26.456666666666667
