robot,variant,coupling,train_terrain,eval_terrain,seed,distance,em,drag_pct,transfer
gecko,phi,uncoupled,flat,rugged,1,13.355676212385584,0.6939209253718508,5.06,True
gecko,phi,uncoupled,flat,rugged,2,7.723733164461151,0.7303227530819962,7.723333333333334,True
gecko,phi,uncoupled,flat,rugged,3,0.9616807432937102,0.1064360837784514,43.943333333333335,True
gecko,phi,uncoupled,flat,rugged,4,0.0775957499087942,0.0108434796823424,3.723333333333333,True
gecko,phi,uncoupled,flat,rugged,5,10.816680082478186,0.9266035303710762,8.873333333333333,True
gecko,phi,uncoupled,flat,rugged,6,7.233793685811281,0.728718756651456,1.9633333333333327,True
gecko,phi,uncoupled,flat,rugged,7,11.331886324912912,0.8907915537243256,11.57,True
gecko,phi,uncoupled,flat,rugged,8,10.235575770769014,0.8631718192492481,3.4633333333333334,True
gecko,phi,uncoupled,flat,rugged,9,0.8447759258419899,0.0931684972018435,44.82,True
gecko,phi,uncoupled,flat,rugged,10,9.497582153984451,0.7612426032450276,2.66,True
gecko,phi,uncoupled,rugged,flat,1,11.633631470385666,0.8566209194892141,1.9,True
gecko,phi,uncoupled,rugged,flat,2,6.645323086231952,0.7374057292954938,20.486666666666668,True
gecko,phi,uncoupled,rugged,flat,3,12.56507596774216,0.9552675432103128,8.323333333333334,True
gecko,phi,uncoupled,rugged,flat,4,16.335061273346547,0.9224911872971108,11.636666666666668,True
gecko,phi,uncoupled,rugged,flat,5,12.208026737351831,0.9535071870882884,8.313333333333333,True
gecko,phi,uncoupled,rugged,flat,6,6.737351354040369,0.5827587999623068,5.56,True
gecko,phi,uncoupled,rugged,flat,7,4.132608666619564,0.3405089870496019,2.48,True
gecko,phi,uncoupled,rugged,flat,8,11.786517931663065,0.8636128760152231,11.826666666666666,True
gecko,phi,uncoupled,rugged,flat,9,17.96230632092389,0.9661402705783468,4.616666666666666,True
gecko,phi,uncoupled,rugged,flat,10,8.794603740716585,0.8522778269261337,30.256666666666668,True
gecko,phi,uncoupled,rugged,rugged,1,12.622494049782372,0.9067974621247196,4.746666666666667,False
gecko,phi,uncoupled,rugged,rugged,2,7.527322076774201,0.837015892997075,20.57333333333333,False
gecko,phi,uncoupled,rugged,rugged,3,12.583793567654542,0.9557958708667108,8.17,False
gecko,phi,uncoupled,rugged,rugged,4,15.83999914382684,0.930661169744628,11.686666666666667,False
gecko,phi,uncoupled,rugged,rugged,5,12.03668440974727,0.9406518716458908,9.243333333333334,False
gecko,phi,uncoupled,rugged,rugged,6,9.113888402452291,0.7781981308487252,6.873333333333333,False
gecko,phi,uncoupled,rugged,rugged,7,9.751072492490035,0.8051536864328012,2.64,False
gecko,phi,uncoupled,rugged,rugged,8,12.009342170886685,0.8754094757447037,11.403333333333334,False
gecko,phi,uncoupled,rugged,rugged,9,17.781637265044306,0.9589176210316256,5.326666666666667,False
gecko,phi,uncoupled,rugged,rugged,10,9.614214304793292,0.9327231240140816,30.34,False
insect,base,blf,flat,flat,1,17.68446858134246,0.9014366298354788,60.17,False
insect,base,blf,flat,flat,2,14.19325471287913,0.8999678560313216,60.14666666666667,False
insect,base,blf,flat,flat,3,16.6363769149763,0.926890632291872,60.43333333333333,False
insect,base,blf,flat,flat,4,18.530028719512373,0.8969335198183195,64.08333333333333,False
insect,base,blf,flat,flat,5,20.43788434707356,0.9499500280738776,59.21333333333333,False
insect,base,blf,flat,flat,6,17.758132979541937,0.9254833221245752,67.97666666666667,False
insect,base,blf,flat,flat,7,10.903578602269247,0.8871274401926422,86.55666666666667,False
insect,base,blf,flat,flat,8,15.68077268888337,0.9389338268827409,44.23333333333333,False
insect,base,blf,flat,flat,9,16.737825609281224,0.9370755027182642,46.37,False
insect,base,blf,flat,flat,10,14.415410071067654,0.8938867637540316,48.57333333333333,False
insect,base,blf,flat,rugged,1,1.4347081791848273,0.0872571313249077,61.68666666666667,True
insect,base,blf,flat,rugged,2,1.2232369972690844,0.0893253686189991,60.43,True
insect,base,blf,flat,rugged,3,7.701008891317922,0.5083379345093213,63.61333333333334,True
insect,base,blf,flat,rugged,4,8.010752339457365,0.4530290160565334,64.89333333333333,True
insect,base,blf,flat,rugged,5,3.1048920287499464,0.203200147832087,65.01,True
insect,base,blf,flat,rugged,6,14.490755346352708,0.8699470989083224,68.33333333333333,True
insect,base,blf,flat,rugged,7,8.159297792841006,0.7602913051009184,87.40666666666667,True
insect,base,blf,flat,rugged,8,12.465369522746622,0.8220528759152694,48.79666666666667,True
insect,base,blf,flat,rugged,9,13.405721664644496,0.8912899025247164,53.02,True
insect,base,blf,flat,rugged,10,12.861884285869522,0.8297870025954581,49.88,True
insect,base,blf,rugged,flat,1,14.168308765649568,0.9210350672205104,45.583333333333336,True
insect,base,blf,rugged,flat,2,11.745987062375088,0.8182127457148662,50.833333333333336,True
insect,base,blf,rugged,flat,3,8.120709298828132,0.6857112797285361,87.51666666666667,True
insect,base,blf,rugged,flat,4,10.798888283352992,0.8776746984102959,69.57,True
insect,base,blf,rugged,flat,5,14.936316430522856,0.949015602411181,43.03,True
insect,base,blf,rugged,flat,6,13.81227398495513,0.8933753581010092,39.67,True
insect,base,blf,rugged,flat,7,8.820911692143602,0.7651745044597736,83.05666666666667,True
insect,base,blf,rugged,flat,8,8.001181007612761,0.6329616458161984,75.47,True
insect,base,blf,rugged,flat,9,16.488290199117653,0.9299518046256142,56.446666666666665,True
insect,base,blf,rugged,flat,10,16.524270575889478,0.9242370291515228,60.92,True
insect,base,blf,rugged,rugged,1,14.083286149479251,0.9061626649025464,49.16,False
insect,base,blf,rugged,rugged,2,12.71360876037675,0.8690729206960471,53.31,False
insect,base,blf,rugged,rugged,3,10.266968878566514,0.8713319254383427,85.33333333333333,False
insect,base,blf,rugged,rugged,4,10.457103052282706,0.7887550261262053,67.20333333333333,False
insect,base,blf,rugged,rugged,5,14.362826753994272,0.9170424025753452,48.17,False
insect,base,blf,rugged,rugged,6,13.815920378999412,0.8756905812429021,44.223333333333336,False
insect,base,blf,rugged,rugged,7,9.607661194450287,0.8144895248763812,81.35666666666667,False
insect,base,blf,rugged,rugged,8,10.213216840821948,0.8480757035824696,75.57666666666667,False
insect,base,blf,rugged,rugged,9,15.638867612573875,0.9020630083246256,58.20666666666666,False
insect,base,blf,rugged,rugged,10,15.74635771097425,0.9096004715310188,61.36,False
insect,phi,uncoupled,flat,flat,1,11.127299152383744,0.8837131373968615,47.54666666666667,False
insect,phi,uncoupled,flat,flat,2,15.89497183716568,0.9058891410541616,60.79666666666667,False
insect,phi,uncoupled,flat,flat,3,11.375499564306216,0.8915799850650034,53.763333333333335,False
insect,phi,uncoupled,flat,flat,4,11.21321308843048,0.9134671978093132,54.33,False
insect,phi,uncoupled,flat,flat,5,6.576271723958127,0.6482345228615413,78.58,False
insect,phi,uncoupled,flat,flat,6,12.077441190926304,0.924826435049514,62.57333333333333,False
insect,phi,uncoupled,flat,flat,7,7.18318613920621,0.7587954321957,63.26,False
insect,phi,uncoupled,flat,flat,8,7.428455696431672,0.7879739842290153,85.75333333333333,False
insect,phi,uncoupled,flat,flat,9,11.03841571743046,0.8848661329932787,49.99333333333333,False
