robot,variant,coupling,generation,median,q25,q75,mean,std,n
babya,phi,uncoupled,71,7.9504,6.3972,8.5118,7.6198,1.4288,35
babya,phi,uncoupled,72,7.9504,6.4243,8.5118,7.6460,1.4214,35
babya,phi,uncoupled,73,7.9504,6.4243,8.5118,7.6666,1.4316,35
babya,phi,uncoupled,74,8.0872,6.4449,8.5118,7.7177,1.4320,35
babya,phi,uncoupled,75,8.0872,6.4449,8.6194,7.7591,1.4520,35
babya,phi,uncoupled,76,8.0872,6.5618,8.6613,7.7996,1.4855,35
babya,phi,uncoupled,77,8.0872,6.5618,8.7846,7.8588,1.5465,35
babya,phi,uncoupled,78,8.0872,6.5618,8.7979,7.8817,1.5675,35
babya,phi,uncoupled,79,8.0872,6.5815,9.0125,7.9668,1.5950,35
babya,phi,uncoupled,80,8.0872,6.5937,9.0125,8.0424,1.7069,35
babya,phi,uncoupled,81,8.0872,6.5937,9.1913,8.0855,1.7362,35
babya,phi,uncoupled,82,8.0872,6.5946,9.2321,8.1218,1.7454,35
babya,phi,uncoupled,83,8.1201,6.7442,9.2327,8.1609,1.7381,35
babya,phi,uncoupled,84,8.1201,6.7442,9.3978,8.1984,1.7429,35
babya,phi,uncoupled,85,8.2002,6.7610,9.4245,8.2468,1.7424,35
babya,phi,uncoupled,86,8.2002,7.2055,9.5213,8.3193,1.7522,35
babya,phi,uncoupled,87,8.2447,7.2768,9.5213,8.3477,1.7444,35
babya,phi,uncoupled,88,8.2447,7.2785,9.5213,8.3642,1.7620,35
babya,phi,uncoupled,89,8.2447,7.2785,9.6918,8.3977,1.7868,35
babya,phi,uncoupled,90,8.2447,7.2785,9.6918,8.4073,1.7762,35
babya,phi,uncoupled,91,8.3314,7.2785,9.7222,8.4569,1.7757,35
babya,phi,uncoupled,92,8.3314,7.7406,9.7222,8.5072,1.7511,35
babya,phi,uncoupled,93,8.5079,7.7855,9.7222,8.5517,1.7508,35
babya,phi,uncoupled,94,8.5079,7.7855,9.7222,8.5550,1.7513,35
babya,phi,uncoupled,95,8.5172,7.7855,9.8280,8.6441,1.7792,35
babya,phi,uncoupled,96,8.5489,7.7855,9.8280,8.6758,1.7876,35
babya,phi,uncoupled,97,8.5489,7.7855,9.9347,8.7390,1.7357,35
babya,phi,uncoupled,98,8.9221,7.7855,9.9607,8.8521,1.7967,35
babya,phi,uncoupled,99,8.9221,7.7855,9.9897,8.8990,1.7967,35
babya,phi,uncoupled,100,9.0402,7.8117,9.9897,8.9382,1.7875,35
babya,phi,uncoupled,101,9.0402,7.8117,10.1296,8.9879,1.8298,35
babya,phi,uncoupled,102,9.0402,7.8117,10.1983,9.0135,1.8368,35
babya,phi,uncoupled,103,9.1974,7.8117,10.2329,9.1027,1.8464,35
babya,phi,uncoupled,104,9.1974,7.9314,10.2513,9.1286,1.8509,35
babya,phi,uncoupled,105,9.2358,7.9314,10.2513,9.1838,1.9210,35
babya,phi,uncoupled,106,9.2446,7.9314,10.2513,9.2169,1.9259,35
babya,phi,uncoupled,107,9.2446,7.9314,10.3356,9.2656,1.9338,35
babya,phi,uncoupled,108,9.2446,7.9579,10.3356,9.2915,1.9192,35
babya,phi,uncoupled,109,9.2446,8.0301,10.3356,9.3649,1.9196,35
babya,phi,uncoupled,110,9.4320,8.0301,10.3684,9.4041,1.9165,35
babya,phi,uncoupled,111,9.5480,8.0301,10.3684,9.4407,1.9195,35
babya,phi,uncoupled,112,9.5480,8.0301,10.4808,9.4934,1.9552,35
babya,phi,uncoupled,113,9.5480,8.0301,10.4808,9.5482,2.0451,35
babya,phi,uncoupled,114,9.5480,8.0301,10.4808,9.5942,2.0651,35
babya,phi,uncoupled,115,9.5480,8.1809,10.4808,9.6333,2.0629,35
babya,phi,uncoupled,116,9.5480,8.2108,10.7423,9.6727,2.0613,35
babya,phi,uncoupled,117,9.5480,8.3399,10.7568,9.7567,2.0849,35
babya,phi,uncoupled,118,9.5480,8.4289,10.7568,9.8107,2.0969,35
babya,phi,uncoupled,119,9.5480,8.4524,10.8098,9.8589,2.1472,35
babya,phi,uncoupled,120,9.5480,8.4524,10.8443,9.8748,2.1479,35
babya,phi,uncoupled,121,9.9193,8.4524,10.9003,9.9264,2.1757,35
babya,phi,uncoupled,122,9.9193,8.5985,10.9003,9.9429,2.1669,35
babya,phi,uncoupled,123,9.9193,8.5985,10.9179,9.9850,2.1502,35
babya,phi,uncoupled,124,9.9193,8.5996,10.9179,10.0069,2.1604,35
babya,phi,uncoupled,125,9.9193,8.6721,10.9179,10.0432,2.1598,35
babya,phi,uncoupled,126,9.9193,8.6721,11.0540,10.0969,2.2151,35
babya,phi,uncoupled,127,10.0704,8.6721,11.0540,10.1259,2.2008,35
babya,phi,uncoupled,128,10.1080,8.8524,11.0540,10.1826,2.2006,35
babya,phi,uncoupled,129,10.1080,8.9303,11.0540,10.2169,2.1871,35
babya,phi,uncoupled,130,10.1080,8.9303,11.0540,10.2400,2.1972,35
babya,phi,uncoupled,131,10.1080,8.9303,11.0562,10.2520,2.2064,35
babya,phi,uncoupled,132,10.1080,8.9303,11.2597,10.3011,2.2376,35
babya,phi,uncoupled,133,10.2046,8.9303,11.2597,10.3548,2.2264,35
babya,phi,uncoupled,134,10.2046,8.9303,11.2597,10.3870,2.2470,35
babya,phi,uncoupled,135,10.2046,8.9303,11.5405,10.4518,2.2781,35
babya,phi,uncoupled,136,10.2317,8.9303,11.5405,10.4811,2.2698,35
babya,phi,uncoupled,137,10.2924,8.9443,11.5405,10.4998,2.2754,35
babya,phi,uncoupled,138,10.2924,9.0809,11.5556,10.5430,2.2922,35
babya,phi,uncoupled,139,10.2924,9.0913,11.5847,10.5638,2.3076,35
babya,phi,uncoupled,140,10.3160,9.0913,11.5847,10.5901,2.2997,35
babya,phi,uncoupled,141,10.3606,9.2332,11.6006,10.6431,2.2780,35
babya,phi,uncoupled,142,10.3606,9.2845,11.7600,10.7017,2.3118,35
babya,phi,uncoupled,143,10.4075,9.3312,11.7970,10.7251,2.3139,35
babya,phi,uncoupled,144,10.4184,9.3835,11.7970,10.7437,2.3115,35
babya,phi,uncoupled,145,10.4184,9.3835,11.7970,10.7730,2.2764,35
babya,phi,uncoupled,146,10.4184,9.4098,11.8213,10.7826,2.2707,35
babya,phi,uncoupled,147,10.5858,9.4105,11.8213,10.8137,2.2692,35
babya,phi,uncoupled,148,10.5858,9.4105,12.0754,10.8634,2.2757,35
babya,phi,uncoupled,149,10.6384,9.4151,12.1161,10.8735,2.2746,35
babya,phi,uncoupled,150,10.6675,9.4151,12.1791,10.8995,2.2719,35
babya,phi,uncoupled,151,10.6675,9.4151,12.1791,10.9179,2.2862,35
babya,phi,uncoupled,152,10.6814,9.4921,12.2533,10.9431,2.2825,35
babya,phi,uncoupled,153,10.7194,9.4921,12.2652,10.9540,2.2934,35
babya,phi,uncoupled,154,10.7695,9.4921,12.3299,10.9735,2.2958,35
babya,phi,uncoupled,155,10.7695,9.4921,12.3972,11.0061,2.3112,35
babya,phi,uncoupled,156,10.7695,9.4921,12.3972,11.0288,2.3116,35
babya,phi,uncoupled,157,10.7695,9.5159,12.5043,11.0653,2.3085,35
babya,phi,uncoupled,158,10.7968,9.5853,12.5925,11.1080,2.3089,35
babya,phi,uncoupled,159,10.7968,9.5853,12.7693,11.1294,2.3189,35
babya,phi,uncoupled,160,10.7968,9.5853,12.8730,11.1574,2.3184,35
babya,phi,uncoupled,161,10.7968,9.6155,12.8730,11.1940,2.3199,35
babya,phi,uncoupled,162,10.7968,9.6321,12.8730,11.2059,2.3104,35
babya,phi,uncoupled,163,10.8758,9.6454,12.8730,11.2233,2.3092,35
babya,phi,uncoupled,164,10.8758,9.6454,12.9165,11.2508,2.3268,35
babya,phi,uncoupled,165,10.8758,9.9005,12.9165,11.2945,2.3316,35
babya,phi,uncoupled,166,10.8758,9.9005,12.9165,11.3237,2.3440,35
babya,phi,uncoupled,167,10.8758,9.9039,13.0001,11.3398,2.3550,35
babya,phi,uncoupled,168,10.8758,10.1180,13.0520,11.3782,2.3461,35
babya,phi,uncoupled,169,10.9210,10.1180,13.1825,11.4113,2.3800,35
babya,phi,uncoupled,170,10.9210,10.1767,13.1835,11.4412,2.3920,35
babya,phi,uncoupled,171,10.9786,10.1767,13.1839,11.4578,2.3893,35
babya,phi,uncoupled,172,11.0370,10.1772,13.2017,11.4938,2.4172,35
babya,phi,uncoupled,173,11.0557,10.2244,13.2017,11.5231,2.4213,35
babya,phi,uncoupled,174,11.1057,10.2244,13.2614,11.5419,2.4243,35
babya,phi,uncoupled,175,11.1057,10.4158,13.2614,11.6031,2.4196,35
babya,phi,uncoupled,176,11.1057,10.4158,13.3637,11.6364,2.4190,35
babya,phi,uncoupled,177,11.1057,10.4158,13.3685,11.6453,2.4208,35
babya,phi,uncoupled,178,11.1184,10.4158,13.3685,11.6670,2.4145,35
babya,phi,uncoupled,179,11.1184,10.4158,13.3685,11.7104,2.4379,35
babya,phi,uncoupled,180,11.1209,10.4158,13.3685,11.7306,2.4381,35
babya,phi,uncoupled,181,11.1994,10.4158,13.3685,11.7516,2.4493,35
babya,phi,uncoupled,182,11.1994,10.4188,13.3713,11.8090,2.4615,35
babya,phi,uncoupled,183,11.3395,10.4188,13.3713,11.8462,2.4699,35
babya,phi,uncoupled,184,11.4274,10.4618,13.3713,11.8605,2.4699,35
babya,phi,uncoupled,185,11.4274,10.4618,13.3713,11.8857,2.4844,35
babya,phi,uncoupled,186,11.4274,10.4618,13.3713,11.9261,2.4753,35
babya,phi,uncoupled,187,11.4274,10.5119,13.3834,11.9619,2.4705,35
babya,phi,uncoupled,188,11.4535,10.5119,13.4809,12.0057,2.4783,35
babya,phi,uncoupled,189,11.4535,10.5432,13.4809,12.0127,2.4820,35
babya,phi,uncoupled,190,11.6617,10.5432,13.4809,12.0278,2.4824,35
babya,phi,uncoupled,191,11.6772,10.5432,13.4809,12.0354,2.4887,35
babya,phi,uncoupled,192,11.6772,10.5432,13.4809,12.0643,2.5107,35
babya,phi,uncoupled,193,11.6772,10.5681,13.4809,12.0973,2.5320,35
babya,phi,uncoupled,194,11.6772,10.5779,13.4809,12.1142,2.5546,35
babya,phi,uncoupled,195,11.6772,10.5779,13.4809,12.1278,2.5480,35
babya,phi,uncoupled,196,11.6772,10.5779,13.4809,12.1366,2.5450,35
babya,phi,uncoupled,197,11.6772,10.6300,13.4809,12.1570,2.5431,35
babya,phi,uncoupled,198,11.6772,10.6730,13.4909,12.1795,2.5616,35
babya,phi,uncoupled,199,11.6772,10.6730,13.5104,12.2035,2.5814,35
babya,phi,uncoupled,200,11.6772,10.6730,13.5104,12.2100,2.5851,35
babya,phi,uncoupled,201,11.6772,10.6730,13.5104,12.2249,2.5851,35
babya,phi,uncoupled,202,11.6772,10.7366,13.5966,12.2369,2.5836,35
babya,phi,uncoupled,203,11.6772,10.8053,13.5966,12.2516,2.5790,35
babya,phi,uncoupled,204,11.6772,10.8262,13.5970,12.2679,2.5842,35
babya,phi,uncoupled,205,11.6772,10.8262,13.6452,12.2812,2.5917,35
babya,phi,uncoupled,206,11.6772,10.8552,13.9923,12.3153,2.6035,35
babya,phi,uncoupled,207,11.6772,10.8593,13.9923,12.3326,2.6129,35
babya,phi,uncoupled,208,11.6772,10.8606,14.2463,12.3902,2.6747,35
babya,phi,uncoupled,209,11.6772,10.8606,14.2686,12.3994,2.6732,35
babya,phi,uncoupled,210,11.8379,10.8606,14.2704,12.4143,2.6732,35
babya,phi,uncoupled,211,11.8379,10.8978,14.2704,12.4193,2.6702,35
babya,phi,uncoupled,212,11.9368,10.8978,14.2731,12.4348,2.6647,35
babya,phi,uncoupled,213,11.9383,10.8978,14.2731,12.4454,2.6703,35
babya,phi,uncoupled,214,11.9383,10.8978,14.2731,12.4466,2.6703,35
babya,phi,uncoupled,215,11.9644,10.9210,14.2731,12.4644,2.6893,35
babya,phi,uncoupled,216,12.0417,10.9210,14.2731,12.4846,2.7001,35
babya,phi,uncoupled,217,12.0417,11.0384,14.2806,12.5123,2.7008,35
babya,phi,uncoupled,218,12.0417,11.0533,14.2926,12.5234,2.7004,35
babya,phi,uncoupled,219,12.0417,11.0533,14.3531,12.5326,2.7090,35
babya,phi,uncoupled,220,12.0568,11.0533,14.4328,12.5449,2.7230,35
babya,phi,uncoupled,221,12.0568,11.0533,14.4328,12.5623,2.7277,35
babya,phi,uncoupled,222,12.0568,11.0533,14.4328,12.5694,2.7228,35
babya,phi,uncoupled,223,12.0568,11.0946,14.4336,12.5930,2.7348,35
babya,phi,uncoupled,224,12.0982,11.0946,14.4718,12.6051,2.7390,35
babya,phi,uncoupled,225,12.0982,11.0946,14.5213,12.6195,2.7393,35
babya,phi,uncoupled,226,12.0982,11.1162,14.5213,12.6307,2.7464,35
babya,phi,uncoupled,227,12.0982,11.1249,14.5987,12.6493,2.7581,35
babya,phi,uncoupled,228,12.0982,11.1249,14.6422,12.6554,2.7588,35
babya,phi,uncoupled,229,12.1125,11.1256,14.6530,12.6612,2.7589,35
babya,phi,uncoupled,230,12.1452,11.1390,14.7292,12.6800,2.7779,35
babya,phi,uncoupled,231,12.1452,11.1390,14.7292,12.6883,2.7802,35
babya,phi,uncoupled,232,12.1452,11.1511,14.7301,12.6979,2.7879,35
babya,phi,uncoupled,233,12.1452,11.1511,14.7301,12.7158,2.8065,35
babya,phi,uncoupled,234,12.2036,11.1618,14.7301,12.7208,2.8098,35
babya,phi,uncoupled,235,12.2036,11.1618,14.7301,12.7371,2.8327,35
babya,phi,uncoupled,236,12.2036,11.1618,14.8057,12.7447,2.8357,35
babya,phi,uncoupled,237,12.2036,11.1680,14.8057,12.7492,2.8365,35
babya,phi,uncoupled,238,12.2036,11.1835,14.8057,12.7581,2.8383,35
babya,phi,uncoupled,239,12.2036,11.2020,14.8057,12.7701,2.8507,35
babya,phi,uncoupled,240,12.2036,11.2020,14.8057,12.7865,2.8581,35
babya,phi,uncoupled,241,12.2036,11.2020,14.8057,12.7912,2.8567,35
babya,phi,uncoupled,242,12.2036,11.2389,14.8104,12.8037,2.8643,35
babya,phi,uncoupled,243,12.2036,11.3200,14.8104,12.8228,2.8720,35
babya,phi,uncoupled,244,12.2036,11.3200,14.9131,12.8440,2.8956,35
babya,phi,uncoupled,245,12.2036,11.3235,14.9131,12.8548,2.8919,35
babya,phi,uncoupled,246,12.2036,11.3235,14.9131,12.8564,2.8903,35
babya,phi,uncoupled,247,12.2036,11.3235,14.9131,12.8620,2.8880,35
babya,phi,uncoupled,248,12.2628,11.3235,14.9131,12.8728,2.8907,35
babya,phi,uncoupled,249,12.2628,11.3235,14.9131,12.8802,2.8896,35
babya,phi,uncoupled,250,12.2628,11.3270,14.9216,12.8878,2.8974,35
babya,phi,uncoupled,251,12.2628,11.3270,14.9216,12.8952,2.9055,35
babya,phi,uncoupled,252,12.2628,11.3343,14.9216,12.9013,2.9011,35
babya,phi,uncoupled,253,12.2628,11.3486,14.9267,12.9169,2.9043,35
babya,phi,uncoupled,254,12.2628,11.3599,14.9267,12.9335,2.9295,35
babya,phi,uncoupled,255,12.2628,11.3599,14.9267,12.9455,2.9422,35
babya,phi,uncoupled,256,12.2628,11.3599,14.9378,12.9513,2.9426,35
babya,phi,uncoupled,257,12.2628,11.3692,14.9550,12.9554,2.9447,35
babya,phi,uncoupled,258,12.2628,11.3692,14.9550,12.9673,2.9597,35
babya,phi,uncoupled,259,12.2628,11.3692,14.9550,12.9734,2.9607,35
babya,phi,uncoupled,260,12.2628,11.3873,14.9550,12.9844,2.9656,35
babya,phi,uncoupled,261,12.2628,11.3873,14.9550,12.9944,2.9750,35
babya,phi,uncoupled,262,12.2628,11.3896,14.9550,13.0001,2.9769,35
babya,phi,uncoupled,263,12.2628,11.4226,14.9550,13.0044,2.9763,35
babya,phi,uncoupled,264,12.2628,11.4226,14.9550,13.0192,2.9907,35
babya,phi,uncoupled,265,12.2732,11.4226,14.9550,13.0267,2.9964,35
babya,phi,uncoupled,266,12.2732,11.4251,14.9613,13.0305,2.9945,35
babya,phi,uncoupled,267,12.2732,11.4251,14.9994,13.0380,2.9966,35
babya,phi,uncoupled,268,12.3037,11.4251,14.9994,13.0451,2.9964,35
babya,phi,uncoupled,269,12.3037,11.4262,14.9994,13.0548,2.9982,35
babya,phi,uncoupled,270,12.3037,11.4270,14.9994,13.0573,2.9970,35
babya,phi,uncoupled,271,12.3393,11.4490,15.0013,13.0688,3.0033,35
babya,phi,uncoupled,272,12.3393,11.4491,15.0013,13.0742,3.0066,35
babya,phi,uncoupled,273,12.3489,11.4674,15.0020,13.0810,3.0087,35
babya,phi,uncoupled,274,12.3489,11.4747,15.0023,13.0846,3.0083,35
babya,phi,uncoupled,275,12.3529,11.4747,15.0023,13.0873,3.0072,35
babya,phi,uncoupled,276,12.3529,11.4747,15.0046,13.0899,3.0062,35
babya,phi,uncoupled,277,12.3529,11.4747,15.0046,13.0923,3.0069,35
babya,phi,uncoupled,278,12.3529,11.4747,15.0164,13.0993,3.0125,35
babya,phi,uncoupled,279,12.3529,11.4747,15.0192,13.1056,3.0117,35
babya,phi,uncoupled,280,12.3529,11.4747,15.0192,13.1093,3.0109,35
babya,phi,uncoupled,281,12.3576,11.4747,15.0239,13.1182,3.0156,35
babya,phi,uncoupled,282,12.3576,11.4792,15.0239,13.1222,3.0176,35
babya,phi,uncoupled,283,12.3647,11.4792,15.0239,13.1285,3.0153,35
babya,phi,uncoupled,284,12.3895,11.4792,15.0239,13.1321,3.0167,35
babya,phi,uncoupled,285,12.3895,11.4864,15.0239,13.1340,3.0159,35
babya,phi,uncoupled,286,12.3895,11.4864,15.0239,13.1359,3.0148,35
babya,phi,uncoupled,287,12.3895,11.4976,15.0255,13.1409,3.0172,35
babya,phi,uncoupled,288,12.3895,11.5022,15.0255,13.1473,3.0188,35
babya,phi,uncoupled,289,12.3895,11.5238,15.0255,13.1531,3.0217,35
babya,phi,uncoupled,290,12.3895,11.5243,15.0255,13.1618,3.0365,35
babya,phi,uncoupled,291,12.3895,11.5243,15.0255,13.1630,3.0368,35
babya,phi,uncoupled,292,12.3895,11.5248,15.0332,13.1682,3.0365,35
babya,phi,uncoupled,293,12.3895,11.5308,15.0379,13.1714,3.0357,35
babya,phi,uncoupled,294,12.3895,11.5308,15.0486,13.1731,3.0354,35
babya,phi,uncoupled,295,12.3895,11.5596,15.0498,13.1831,3.0366,35
babya,phi,uncoupled,296,12.3895,11.5629,15.0650,13.1890,3.0339,35
babya,phi,uncoupled,297,12.3895,11.5666,15.0730,13.1944,3.0385,35
babya,phi,uncoupled,298,12.3895,11.5666,15.0730,13.1996,3.0369,35
babya,phi,uncoupled,299,12.3895,11.5666,15.0730,13.2125,3.0495,35
babya,phi,uncoupled,300,12.3895,11.5666,15.0730,13.2158,3.0516,35
ege,base,blf,1,1.4717,1.1342,1.6527,1.4281,0.3709,35
ege,base,blf,2,1.8493,1.4779,2.0939,1.8556,0.4305,35
ege,base,blf,3,2.0565,1.8410,2.2877,2.1007,0.4555,35
ege,base,blf,4,2.1424,1.9353,2.5364,2.2246,0.4454,35
ege,base,blf,5,2.3066,2.0809,2.5620,2.4040,0.5367,35
ege,base,blf,6,2.5296,2.1332,2.8855,2.5610,0.5799,35
ege,base,blf,7,2.5571,2.2693,3.0469,2.7159,0.6009,35
ege,base,blf,8,2.6438,2.4090,3.0469,2.7593,0.5778,35
ege,base,blf,9,2.7651,2.4696,3.1426,2.8356,0.5433,35
ege,base,blf,10,2.7916,2.4696,3.2236,2.8824,0.5551,35
ege,base,blf,11,2.8172,2.5348,3.2548,2.9512,0.5518,35
ege,base,blf,12,2.8172,2.5348,3.2548,2.9512,0.5518,35
ege,base,blf,13,3.0144,2.6594,3.3614,3.0558,0.5170,35
ege,base,blf,14,3.1672,2.8557,3.3941,3.1432,0.4760,35
ege,base,blf,15,3.1997,2.9149,3.5118,3.2094,0.5227,35
ege,base,blf,16,3.2073,2.9412,3.5506,3.2520,0.5343,35
ege,base,blf,17,3.2073,2.9857,3.6728,3.3165,0.5625,35
ege,base,blf,18,3.2073,3.0156,3.6728,3.3383,0.5758,35
ege,base,blf,19,3.2342,3.0156,3.6728,3.3491,0.5748,35
ege,base,blf,20,3.3538,3.0457,3.7405,3.4127,0.6276,35
ege,base,blf,21,3.3754,3.1012,3.7405,3.4501,0.6070,35
ege,base,blf,22,3.3754,3.2035,3.7405,3.4802,0.5855,35
ege,base,blf,23,3.4006,3.2035,3.7677,3.4896,0.5852,35
ege,base,blf,24,3.4128,3.2035,4.0415,3.5632,0.6022,35
ege,base,blf,25,3.4458,3.2102,4.0415,3.5914,0.6357,35
ege,base,blf,26,3.4743,3.2102,4.0415,3.6284,0.6538,35
ege,base,blf,27,3.4886,3.2200,4.1663,3.6785,0.6657,35
ege,base,blf,28,3.5864,3.2298,4.1663,3.7016,0.6567,35
ege,base,blf,29,3.6854,3.2298,4.1663,3.7344,0.6547,35
ege,base,blf,30,3.7066,3.2435,4.1663,3.7799,0.6392,35
ege,base,blf,31,3.7066,3.2686,4.2647,3.8045,0.6486,35
ege,base,blf,32,3.7745,3.3599,4.2647,3.8507,0.6134,35
ege,base,blf,33,3.7745,3.3864,4.3364,3.8837,0.6266,35
ege,base,blf,34,3.7745,3.3864,4.3364,3.8837,0.6266,35
ege,base,blf,35,3.7745,3.3864,4.3981,3.8973,0.6401,35
ege,base,blf,36,3.8255,3.4359,4.4205,3.9468,0.6457,35
ege,base,blf,37,3.8255,3.4935,4.4205,3.9587,0.6518,35
ege,base,blf,38,3.8703,3.4935,4.4205,3.9618,0.6514,35
ege,base,blf,39,3.8703,3.4935,4.5500,3.9969,0.6803,35
ege,base,blf,40,4.0498,3.5221,4.6170,4.0508,0.6804,35
ege,base,blf,41,4.0932,3.5911,4.6170,4.0934,0.6761,35
ege,base,blf,42,4.1871,3.7485,4.6170,4.1680,0.6621,35
ege,base,blf,43,4.2377,3.7485,4.6687,4.2194,0.6997,35
ege,base,blf,44,4.2780,3.7851,4.8248,4.2706,0.7207,35
ege,base,blf,45,4.2780,3.7851,4.9546,4.3036,0.7294,35
ege,base,blf,46,4.2873,3.7851,4.9546,4.3162,0.7435,35
ege,base,blf,47,4.2873,3.7851,4.9721,4.3445,0.7879,35
ege,base,blf,48,4.2949,3.7851,4.9750,4.3649,0.8058,35
ege,base,blf,49,4.2949,3.8331,5.0326,4.4215,0.7695,35
ege,base,blf,50,4.3742,3.8815,5.0326,4.4606,0.7814,35
ege,base,blf,51,4.3742,3.8815,5.0326,4.4641,0.7844,35
ege,base,blf,52,4.3787,3.8815,5.0993,4.4926,0.7999,35
ege,base,blf,53,4.4326,3.8815,5.0993,4.5319,0.7929,35
ege,base,blf,54,4.4326,3.8815,5.0993,4.5367,0.7997,35
ege,base,blf,55,4.4808,3.8815,5.1323,4.5578,0.8154,35
ege,base,blf,56,4.4808,3.9788,5.1323,4.5744,0.8157,35
ege,base,blf,57,4.4808,3.9788,5.1426,4.5846,0.8236,35
ege,base,blf,58,4.4808,3.9788,5.1426,4.5870,0.8216,35
ege,base,blf,59,4.5886,3.9837,5.3340,4.6374,0.8306,35
ege,base,blf,60,4.5886,4.0542,5.3588,4.6734,0.8260,35
ege,base,blf,61,4.5921,4.0542,5.4361,4.7124,0.8586,35
ege,base,blf,62,4.6192,4.2042,5.4361,4.7981,0.8772,35
ege,base,blf,63,4.6192,4.2042,5.4767,4.8155,0.8825,35
ege,base,blf,64,4.7913,4.2459,5.4767,4.8397,0.8761,35
ege,base,blf,65,4.9422,4.3076,5.4767,4.8968,0.8624,35
ege,base,blf,66,4.9745,4.3464,5.5961,4.9610,0.8745,35
ege,base,blf,67,5.0172,4.3464,5.6370,4.9838,0.8835,35
ege,base,blf,68,5.0186,4.3464,5.6406,4.9859,0.8838,35
ege,base,blf,69,5.0186,4.4247,5.6406,5.0057,0.8805,35
ege,base,blf,70,5.0186,4.4592,5.8529,5.0581,0.8605,35
ege,base,blf,71,5.0837,4.4592,5.8529,5.0728,0.8611,35
ege,base,blf,72,5.0837,4.4592,5.8564,5.0850,0.8687,35
ege,base,blf,73,5.1139,4.4592,5.8716,5.1244,0.8639,35
ege,base,blf,74,5.1928,4.4592,5.9788,5.1866,0.8734,35
ege,base,blf,75,5.3357,4.4592,5.9788,5.2088,0.8771,35
ege,base,blf,76,5.3808,4.4592,6.0010,5.2163,0.8836,35
ege,base,blf,77,5.3808,4.7116,6.0330,5.2817,0.8638,35
ege,base,blf,78,5.3832,4.7116,6.1376,5.3236,0.8652,35
ege,base,blf,79,5.4026,4.7965,6.1593,5.3591,0.8692,35
ege,base,blf,80,5.4026,4.8828,6.1593,5.4015,0.8772,35
ege,base,blf,81,5.4026,4.9016,6.1593,5.4206,0.8787,35
ege,base,blf,82,5.5654,4.9016,6.1593,5.4391,0.8750,35
ege,base,blf,83,5.5654,4.9233,6.1593,5.4652,0.8670,35
ege,base,blf,84,5.6014,4.9233,6.2052,5.4822,0.8683,35
ege,base,blf,85,5.8435,5.0948,6.2204,5.5646,0.8907,35
ege,base,blf,86,5.8435,5.0948,6.3573,5.5859,0.8959,35
ege,base,blf,87,5.8435,5.0948,6.3573,5.6061,0.9029,35
ege,base,blf,88,5.9036,5.0948,6.3573,5.6194,0.9066,35
ege,base,blf,89,5.9036,5.1082,6.3573,5.6420,0.8998,35
ege,base,blf,90,5.9042,5.1818,6.3588,5.6764,0.8903,35
ege,base,blf,91,5.9042,5.1828,6.3605,5.6918,0.8947,35
ege,base,blf,92,5.9330,5.1828,6.3861,5.7121,0.9084,35
ege,base,blf,93,5.9330,5.2539,6.4139,5.7342,0.9123,35
ege,base,blf,94,5.9330,5.4277,6.4139,5.7698,0.9015,35
ege,base,blf,95,5.9450,5.4277,6.4272,5.7901,0.9224,35
ege,base,blf,96,6.0782,5.4277,6.4835,5.8097,0.9226,35
ege,base,blf,97,6.0782,5.4675,6.5561,5.8407,0.9210,35
ege,base,blf,98,6.0782,5.4675,6.5561,5.8572,0.9294,35
ege,base,blf,99,6.0782,5.6624,6.5887,5.8890,0.9159,35
ege,base,blf,100,6.0782,5.6639,6.6064,5.9178,0.9072,35
ege,base,blf,101,6.0804,5.6639,6.6187,5.9357,0.9190,35
ege,base,blf,102,6.1689,5.7006,6.6706,5.9727,0.9223,35
ege,base,blf,103,6.2459,5.7006,6.7147,5.9900,0.9284,35
ege,base,blf,104,6.2459,5.7006,6.7147,5.9994,0.9311,35
ege,base,blf,105,6.2459,5.7006,6.7228,6.0280,0.9124,35
ege,base,blf,106,6.2459,5.7006,6.7228,6.0337,0.9138,35
ege,base,blf,107,6.2583,5.7408,6.7228,6.0647,0.9303,35
ege,base,blf,108,6.4052,5.8030,6.7525,6.1335,0.9077,35
ege,base,blf,109,6.4052,5.8239,6.7525,6.1487,0.9114,35
ege,base,blf,110,6.4052,5.8239,6.7607,6.1562,0.9116,35
ege,base,blf,111,6.4052,5.8804,6.7607,6.1768,0.9125,35
ege,base,blf,112,6.4052,5.8804,6.7867,6.1879,0.9163,35
ege,base,blf,113,6.4807,5.8804,6.8439,6.2283,0.9231,35
ege,base,blf,114,6.4807,5.8804,6.8439,6.2475,0.9155,35
ege,base,blf,115,6.4807,5.8804,6.8439,6.2549,0.9164,35
ege,base,blf,116,6.5230,5.9802,6.8514,6.2677,0.9135,35
ege,base,blf,117,6.5277,5.9802,6.8785,6.3045,0.8560,35
ege,base,blf,118,6.5426,5.9996,6.8785,6.3246,0.8468,35
ege,base,blf,119,6.5426,6.0494,6.8797,6.3673,0.7941,35
ege,base,blf,120,6.6086,6.0549,6.9499,6.3914,0.8090,35
ege,base,blf,121,6.6184,6.0549,6.9652,6.4212,0.8275,35
ege,base,blf,122,6.6184,6.0676,6.9673,6.4288,0.8308,35
