robot,variant,coupling,generation,median,q25,q75,mean,std,n
insect,base,blf,81,6.0224,5.5702,6.4036,6.0713,0.6825,35
insect,base,blf,82,6.1242,5.5702,6.4192,6.1002,0.6831,35
insect,base,blf,83,6.1242,5.6141,6.4531,6.1193,0.6652,35
insect,base,blf,84,6.2461,5.6726,6.6562,6.2020,0.6708,35
insect,base,blf,85,6.2461,5.6726,6.7695,6.2144,0.6743,35
insect,base,blf,86,6.2461,5.7563,6.7695,6.2287,0.6696,35
insect,base,blf,87,6.2671,5.7563,6.7908,6.2320,0.6705,35
insect,base,blf,88,6.2707,5.7563,6.8177,6.2411,0.6756,35
insect,base,blf,89,6.2707,5.7563,6.8177,6.2531,0.6747,35
insect,base,blf,90,6.2707,5.7563,6.8346,6.2778,0.6812,35
insect,base,blf,91,6.3094,5.7881,6.8346,6.3060,0.6841,35
insect,base,blf,92,6.3274,5.8779,6.8346,6.3698,0.6538,35
insect,base,blf,93,6.3417,5.8779,6.8743,6.3857,0.6618,35
insect,base,blf,94,6.3838,5.8779,6.8743,6.3980,0.6685,35
insect,base,blf,95,6.3838,5.8779,6.8743,6.4011,0.6673,35
insect,base,blf,96,6.3918,5.9090,6.8743,6.4189,0.6586,35
insect,base,blf,97,6.3920,5.9247,6.8776,6.4339,0.6619,35
insect,base,blf,98,6.3920,5.9318,6.8776,6.4344,0.6616,35
insect,base,blf,99,6.4597,5.9336,6.9007,6.4584,0.6725,35
insect,base,blf,100,6.4922,5.9724,6.9007,6.4793,0.6666,35
insect,base,blf,101,6.4922,5.9724,6.9419,6.5015,0.6720,35
insect,base,blf,102,6.4922,6.0065,6.9845,6.5196,0.6766,35
insect,base,blf,103,6.5368,6.0065,7.0161,6.5395,0.6769,35
insect,base,blf,104,6.5423,6.0567,7.0161,6.5498,0.6669,35
insect,base,blf,105,6.5423,6.0567,7.0261,6.5582,0.6623,35
insect,base,blf,106,6.5890,6.1224,7.0261,6.5681,0.6587,35
insect,base,blf,107,6.5890,6.1224,7.0261,6.5688,0.6591,35
insect,base,blf,108,6.5890,6.1224,7.0261,6.5738,0.6544,35
insect,base,blf,109,6.5890,6.1224,7.0628,6.5836,0.6530,35
insect,base,blf,110,6.5890,6.1224,7.0996,6.6092,0.6724,35
insect,base,blf,111,6.6462,6.1626,7.0996,6.6366,0.6748,35
insect,base,blf,112,6.7228,6.1818,7.0996,6.6608,0.6786,35
insect,base,blf,113,6.7496,6.1818,7.1186,6.6757,0.6701,35
insect,base,blf,114,6.7496,6.1818,7.1186,6.6837,0.6673,35
insect,base,blf,115,6.7496,6.1818,7.1548,6.6883,0.6689,35
insect,base,blf,116,6.7496,6.1992,7.1673,6.6958,0.6666,35
insect,base,blf,117,6.8367,6.2030,7.2338,6.7105,0.6691,35
insect,base,blf,118,6.8367,6.2030,7.2338,6.7299,0.6464,35
insect,base,blf,119,6.8367,6.2030,7.2861,6.7372,0.6507,35
insect,base,blf,120,6.8367,6.2143,7.2916,6.7428,0.6506,35
insect,base,blf,121,6.8367,6.2402,7.2916,6.7599,0.6423,35
insect,base,blf,122,6.8756,6.2402,7.2916,6.7717,0.6448,35
insect,base,blf,123,6.8756,6.2420,7.2916,6.7836,0.6426,35
insect,base,blf,124,6.8756,6.2420,7.2916,6.7951,0.6477,35
insect,base,blf,125,6.8756,6.2543,7.2916,6.8114,0.6559,35
insect,base,blf,126,6.8756,6.2950,7.2916,6.8228,0.6525,35
insect,base,blf,127,6.8756,6.2950,7.2916,6.8298,0.6575,35
insect,base,blf,128,6.8930,6.2950,7.3041,6.8473,0.6639,35
insect,base,blf,129,6.8930,6.2950,7.3344,6.8668,0.6742,35
insect,base,blf,130,6.8930,6.2950,7.3344,6.8743,0.6740,35
insect,base,blf,131,6.8930,6.2950,7.3362,6.8792,0.6743,35
insect,base,blf,132,6.8930,6.2950,7.3362,6.8836,0.6716,35
insect,base,blf,133,6.9257,6.3424,7.3362,6.8957,0.6713,35
insect,base,blf,134,6.9257,6.3424,7.3362,6.9039,0.6648,35
insect,base,blf,135,6.9257,6.4086,7.4019,6.9281,0.6501,35
insect,base,blf,136,6.9257,6.4086,7.4019,6.9343,0.6499,35
insect,base,blf,137,6.9321,6.4086,7.4097,6.9418,0.6522,35
insect,base,blf,138,6.9413,6.4223,7.5018,6.9545,0.6548,35
insect,base,blf,139,6.9803,6.4223,7.5018,6.9633,0.6512,35
insect,base,blf,140,6.9803,6.4223,7.5018,6.9725,0.6507,35
insect,base,blf,141,6.9803,6.4223,7.5047,6.9745,0.6509,35
insect,base,blf,142,6.9803,6.4234,7.5047,6.9811,0.6470,35
insect,base,blf,143,6.9803,6.4234,7.5152,6.9912,0.6504,35
insect,base,blf,144,6.9803,6.4280,7.5152,6.9941,0.6488,35
insect,base,blf,145,6.9803,6.4280,7.5152,7.0074,0.6518,35
insect,base,blf,146,7.0053,6.4408,7.5664,7.0234,0.6543,35
insect,base,blf,147,7.0053,6.4476,7.5899,7.0253,0.6551,35
insect,base,blf,148,7.0078,6.4477,7.5922,7.0293,0.6536,35
insect,base,blf,149,7.0078,6.4978,7.5983,7.0390,0.6525,35
insect,base,blf,150,7.0078,6.4978,7.5983,7.0439,0.6536,35
insect,base,blf,151,7.0614,6.5361,7.5983,7.0517,0.6518,35
insect,base,blf,152,7.0614,6.5374,7.6054,7.0545,0.6516,35
insect,base,blf,153,7.0614,6.5385,7.6610,7.0650,0.6575,35
insect,base,blf,154,7.0614,6.5385,7.6610,7.0654,0.6571,35
insect,base,blf,155,7.0643,6.5385,7.6610,7.0759,0.6470,35
insect,base,blf,156,7.1257,6.5427,7.6610,7.0844,0.6503,35
insect,base,blf,157,7.1257,6.5427,7.6610,7.0919,0.6524,35
insect,base,blf,158,7.1257,6.5427,7.6610,7.0961,0.6500,35
insect,base,blf,159,7.1257,6.5427,7.6610,7.1028,0.6503,35
insect,base,blf,160,7.1679,6.5780,7.6610,7.1103,0.6489,35
insect,base,blf,161,7.1695,6.5780,7.6610,7.1159,0.6478,35
insect,base,blf,162,7.1695,6.5780,7.6745,7.1196,0.6504,35
insect,base,blf,163,7.1695,6.5780,7.6745,7.1288,0.6562,35
insect,base,blf,164,7.1903,6.5795,7.6813,7.1311,0.6574,35
insect,base,blf,165,7.1903,6.5795,7.6813,7.1328,0.6565,35
insect,base,blf,166,7.1903,6.5795,7.6813,7.1383,0.6608,35
insect,base,blf,167,7.1903,6.5847,7.7686,7.1520,0.6617,35
insect,base,blf,168,7.2023,6.5847,7.7686,7.1592,0.6641,35
insect,base,blf,169,7.2023,6.5876,7.7686,7.1656,0.6692,35
insect,base,blf,170,7.2104,6.6380,7.7686,7.1739,0.6667,35
insect,base,blf,171,7.2104,6.6380,7.7686,7.1800,0.6657,35
insect,base,blf,172,7.2104,6.6380,7.7686,7.1818,0.6664,35
insect,base,blf,173,7.2104,6.6380,7.7686,7.1828,0.6658,35
insect,base,blf,174,7.2104,6.6380,7.7686,7.1877,0.6682,35
insect,base,blf,175,7.2104,6.6380,7.7699,7.1912,0.6713,35
insect,base,blf,176,7.2169,6.6380,7.8043,7.1968,0.6740,35
insect,base,blf,177,7.2169,6.6380,7.8043,7.1994,0.6727,35
insect,base,blf,178,7.2169,6.6380,7.8191,7.2097,0.6707,35
insect,base,blf,179,7.2169,6.6464,7.8191,7.2128,0.6688,35
insect,base,blf,180,7.2169,6.6464,7.8191,7.2161,0.6674,35
insect,base,blf,181,7.2169,6.6464,7.8191,7.2198,0.6669,35
insect,base,blf,182,7.2299,6.6464,7.8191,7.2233,0.6663,35
insect,base,blf,183,7.2299,6.6464,7.8191,7.2261,0.6647,35
insect,base,blf,184,7.2299,6.6466,7.8191,7.2287,0.6642,35
insect,base,blf,185,7.2299,6.6628,7.8197,7.2349,0.6600,35
insect,base,blf,186,7.2404,6.6698,7.8411,7.2399,0.6605,35
insect,base,blf,187,7.2456,6.6698,7.8411,7.2422,0.6602,35
insect,base,blf,188,7.2582,6.6698,7.8710,7.2498,0.6662,35
insect,base,blf,189,7.2582,6.6709,7.8710,7.2533,0.6614,35
insect,base,blf,190,7.2582,6.6709,7.8710,7.2544,0.6603,35
insect,base,blf,191,7.2582,6.6709,7.8710,7.2568,0.6599,35
insect,base,blf,192,7.2582,6.6709,7.8710,7.2577,0.6596,35
insect,base,blf,193,7.2582,6.6709,7.8710,7.2635,0.6583,35
insect,base,blf,194,7.2582,6.6709,7.8710,7.2721,0.6608,35
insect,base,blf,195,7.2582,6.6725,7.8710,7.2735,0.6616,35
insect,base,blf,196,7.2582,6.6805,7.8710,7.2774,0.6616,35
insect,base,blf,197,7.2582,6.6805,7.8710,7.2805,0.6612,35
insect,base,blf,198,7.2582,6.6805,7.8794,7.2832,0.6610,35
insect,base,blf,199,7.2643,6.6805,7.8794,7.2873,0.6591,35
insect,base,blf,200,7.2698,6.6846,7.8794,7.2886,0.6591,35
insect,base,blf,201,7.2698,6.6846,7.8794,7.2958,0.6563,35
insect,base,blf,202,7.2698,6.6848,7.8794,7.3014,0.6583,35
insect,base,blf,203,7.2698,6.6848,7.8794,7.3054,0.6587,35
insect,base,blf,204,7.2698,6.6904,7.8794,7.3072,0.6593,35
insect,base,blf,205,7.2698,6.6904,7.8838,7.3090,0.6582,35
insect,base,blf,206,7.2698,6.6904,7.9148,7.3132,0.6619,35
insect,base,blf,207,7.2701,6.6968,7.9284,7.3177,0.6638,35
insect,base,blf,208,7.2701,6.6994,7.9351,7.3205,0.6637,35
insect,base,blf,209,7.2701,6.7007,7.9351,7.3238,0.6661,35
insect,base,blf,210,7.2714,6.7060,7.9351,7.3274,0.6643,35
insect,base,blf,211,7.2773,6.7182,7.9351,7.3310,0.6614,35
insect,base,blf,212,7.2773,6.7200,7.9351,7.3336,0.6601,35
insect,base,blf,213,7.2773,6.7200,7.9612,7.3397,0.6608,35
insect,base,blf,214,7.2773,6.7324,7.9612,7.3415,0.6586,35
insect,base,blf,215,7.2773,6.7397,7.9612,7.3482,0.6582,35
insect,base,blf,216,7.2773,6.7399,7.9612,7.3508,0.6610,35
insect,base,blf,217,7.2773,6.7400,7.9659,7.3515,0.6610,35
insect,base,blf,218,7.2832,6.7400,7.9659,7.3526,0.6603,35
insect,base,blf,219,7.2832,6.7600,7.9659,7.3547,0.6581,35
insect,base,blf,220,7.2832,6.7600,7.9659,7.3565,0.6584,35
insect,base,blf,221,7.2832,6.7664,7.9659,7.3584,0.6573,35
insect,base,blf,222,7.2832,6.7664,7.9659,7.3635,0.6576,35
insect,base,blf,223,7.2832,6.7745,7.9736,7.3661,0.6583,35
insect,base,blf,224,7.2832,6.7785,7.9736,7.3695,0.6566,35
insect,base,blf,225,7.2832,6.7785,7.9799,7.3715,0.6569,35
insect,base,blf,226,7.2832,6.7785,7.9799,7.3730,0.6564,35
insect,base,blf,227,7.2832,6.7785,7.9799,7.3769,0.6582,35
insect,base,blf,228,7.2832,6.7785,7.9799,7.3778,0.6581,35
insect,base,blf,229,7.2832,6.7785,7.9813,7.3799,0.6596,35
insect,base,blf,230,7.2875,6.7785,7.9813,7.3813,0.6597,35
insect,base,blf,231,7.2875,6.7785,7.9821,7.3838,0.6576,35
insect,base,blf,232,7.2890,6.7785,7.9948,7.3854,0.6590,35
insect,base,blf,233,7.2890,6.7785,8.0012,7.3863,0.6592,35
insect,base,blf,234,7.2890,6.7811,8.0089,7.3892,0.6581,35
insect,base,blf,235,7.2914,6.7811,8.0089,7.3897,0.6577,35
insect,base,blf,236,7.2914,6.7812,8.0096,7.3918,0.6587,35
insect,base,blf,237,7.2914,6.7812,8.0096,7.3927,0.6583,35
insect,base,blf,238,7.2914,6.7812,8.0099,7.3946,0.6586,35
insect,base,blf,239,7.2914,6.7874,8.0123,7.3971,0.6591,35
insect,base,blf,240,7.2914,6.7921,8.0123,7.3988,0.6591,35
insect,base,blf,241,7.2914,6.7948,8.0124,7.4011,0.6586,35
insect,base,blf,242,7.2914,6.7957,8.0182,7.4035,0.6600,35
insect,base,blf,243,7.2914,6.7957,8.0182,7.4037,0.6600,35
insect,base,blf,244,7.2914,6.7957,8.0283,7.4074,0.6604,35
insect,base,blf,245,7.2914,6.7957,8.0283,7.4089,0.6602,35
insect,base,blf,246,7.2914,6.7957,8.0472,7.4136,0.6644,35
insect,base,blf,247,7.2914,6.7957,8.0472,7.4148,0.6650,35
insect,base,blf,248,7.2914,6.7957,8.0472,7.4163,0.6643,35
insect,base,blf,249,7.2921,6.7957,8.0472,7.4175,0.6637,35
insect,base,blf,250,7.2921,6.8022,8.0670,7.4220,0.6662,35
insect,base,blf,251,7.2921,6.8054,8.0670,7.4223,0.6661,35
insect,base,blf,252,7.2921,6.8058,8.0670,7.4229,0.6660,35
insect,base,blf,253,7.2933,6.8088,8.0670,7.4237,0.6662,35
insect,base,blf,254,7.2938,6.8088,8.0670,7.4241,0.6660,35
insect,base,blf,255,7.2998,6.8088,8.0670,7.4262,0.6661,35
insect,base,blf,256,7.3123,6.8238,8.0670,7.4295,0.6660,35
insect,base,blf,257,7.3123,6.8238,8.0670,7.4306,0.6658,35
insect,base,blf,258,7.3127,6.8238,8.0670,7.4315,0.6656,35
insect,base,blf,259,7.3127,6.8238,8.0670,7.4344,0.6678,35
insect,base,blf,260,7.3265,6.8238,8.0702,7.4364,0.6682,35
insect,base,blf,261,7.3265,6.8238,8.0702,7.4368,0.6678,35
insect,base,blf,262,7.3380,6.8238,8.0702,7.4400,0.6688,35
insect,base,blf,263,7.3480,6.8238,8.0708,7.4409,0.6694,35
insect,base,blf,264,7.3480,6.8261,8.0708,7.4436,0.6704,35
insect,base,blf,265,7.3480,6.8261,8.0725,7.4472,0.6733,35
insect,base,blf,266,7.3480,6.8277,8.0725,7.4488,0.6724,35
insect,base,blf,267,7.3480,6.8277,8.0725,7.4489,0.6723,35
insect,base,blf,268,7.3480,6.8324,8.0725,7.4499,0.6713,35
insect,base,blf,269,7.3480,6.8342,8.0725,7.4513,0.6718,35
insect,base,blf,270,7.3511,6.8345,8.0845,7.4521,0.6723,35
insect,base,blf,271,7.3511,6.8353,8.0885,7.4528,0.6723,35
insect,base,blf,272,7.3511,6.8364,8.0885,7.4544,0.6732,35
insect,base,blf,273,7.3511,6.8374,8.0885,7.4559,0.6742,35
insect,base,blf,274,7.3522,6.8403,8.0885,7.4575,0.6752,35
insect,base,blf,275,7.3522,6.8403,8.0885,7.4587,0.6745,35
insect,base,blf,276,7.3600,6.8422,8.0885,7.4602,0.6743,35
insect,base,blf,277,7.3600,6.8422,8.0943,7.4615,0.6752,35
insect,base,blf,278,7.3600,6.8478,8.0943,7.4628,0.6758,35
insect,base,blf,279,7.3600,6.8478,8.0943,7.4629,0.6758,35
insect,base,blf,280,7.3625,6.8478,8.1051,7.4644,0.6762,35
insect,base,blf,281,7.3625,6.8478,8.1051,7.4645,0.6761,35
insect,base,blf,282,7.3721,6.8478,8.1060,7.4652,0.6762,35
insect,base,blf,283,7.3721,6.8478,8.1085,7.4663,0.6759,35
insect,base,blf,284,7.3721,6.8478,8.1112,7.4680,0.6762,35
insect,base,blf,285,7.3721,6.8485,8.1112,7.4694,0.6765,35
insect,base,blf,286,7.3721,6.8485,8.1112,7.4705,0.6775,35
insect,base,blf,287,7.3755,6.8495,8.1112,7.4721,0.6785,35
insect,base,blf,288,7.3755,6.8501,8.1112,7.4727,0.6781,35
insect,base,blf,289,7.3755,6.8501,8.1117,7.4739,0.6791,35
insect,base,blf,290,7.3755,6.8501,8.1139,7.4757,0.6799,35
insect,base,blf,291,7.3755,6.8508,8.1139,7.4773,0.6800,35
insect,base,blf,292,7.3843,6.8508,8.1200,7.4783,0.6798,35
insect,base,blf,293,7.3843,6.8508,8.1333,7.4793,0.6806,35
insect,base,blf,294,7.3843,6.8508,8.1334,7.4795,0.6806,35
insect,base,blf,295,7.3915,6.8513,8.1334,7.4815,0.6813,35
insect,base,blf,296,7.3915,6.8557,8.1435,7.4831,0.6822,35
insect,base,blf,297,7.3915,6.8558,8.1474,7.4855,0.6832,35
insect,base,blf,298,7.3915,6.8565,8.1474,7.4857,0.6833,35
insect,base,blf,299,7.3915,6.8565,8.1474,7.4874,0.6845,35
insect,base,blf,300,7.3915,6.8568,8.1474,7.4877,0.6844,35
insect,phi,uncoupled,1,2.0607,1.6533,2.5828,2.1414,0.6292,35
insect,phi,uncoupled,2,2.3923,1.9633,2.7956,2.3472,0.5474,35
insect,phi,uncoupled,3,2.7280,2.3825,3.1066,2.7181,0.6347,35
insect,phi,uncoupled,4,2.9755,2.6435,3.1936,2.9023,0.5910,35
insect,phi,uncoupled,5,3.0129,2.8538,3.4979,3.1558,0.6184,35
insect,phi,uncoupled,6,3.0559,2.8766,3.6390,3.2724,0.6555,35
insect,phi,uncoupled,7,3.2250,2.8766,3.9857,3.3996,0.7011,35
insect,phi,uncoupled,8,3.3144,2.9863,3.9857,3.4406,0.6679,35
insect,phi,uncoupled,9,3.4611,3.1341,3.9939,3.5247,0.6334,35
insect,phi,uncoupled,10,3.6363,3.2136,4.0429,3.6550,0.6196,35
insect,phi,uncoupled,11,3.7831,3.3953,4.1717,3.7612,0.5819,35
insect,phi,uncoupled,12,3.9846,3.4645,4.3524,3.9195,0.5790,35
insect,phi,uncoupled,13,4.0011,3.6506,4.4059,4.0100,0.5344,35
insect,phi,uncoupled,14,4.0022,3.6506,4.4662,4.0526,0.5488,35
insect,phi,uncoupled,15,4.1873,3.6908,4.5242,4.1176,0.5596,35
insect,phi,uncoupled,16,4.2426,3.7527,4.5808,4.1871,0.6041,35
insect,phi,uncoupled,17,4.2753,3.7527,4.6027,4.2055,0.6123,35
insect,phi,uncoupled,18,4.3256,3.9525,4.6514,4.2580,0.6160,35
insect,phi,uncoupled,19,4.3886,3.9727,4.6514,4.3315,0.5585,35
insect,phi,uncoupled,20,4.4384,4.0516,4.7404,4.4165,0.5279,35
insect,phi,uncoupled,21,4.4482,4.0516,4.7404,4.4224,0.5353,35
insect,phi,uncoupled,22,4.4482,4.0516,4.7733,4.4284,0.5422,35
insect,phi,uncoupled,23,4.5544,4.0516,4.9102,4.5037,0.6226,35
insect,phi,uncoupled,24,4.5544,4.0516,4.9102,4.5037,0.6226,35
insect,phi,uncoupled,25,4.5544,4.0516,4.9102,4.5037,0.6226,35
insect,phi,uncoupled,26,4.5581,4.1308,4.9102,4.5357,0.6103,35
insect,phi,uncoupled,27,4.5982,4.1308,4.9206,4.5680,0.6410,35
insect,phi,uncoupled,28,4.5982,4.1308,4.9938,4.5955,0.6662,35
insect,phi,uncoupled,29,4.5982,4.1830,4.9938,4.6166,0.6512,35
insect,phi,uncoupled,30,4.6072,4.1914,4.9938,4.6436,0.6485,35
insect,phi,uncoupled,31,4.6072,4.1914,4.9938,4.6454,0.6520,35
insect,phi,uncoupled,32,4.6476,4.2397,4.9938,4.7029,0.6396,35
insect,phi,uncoupled,33,4.6551,4.3150,5.1434,4.7580,0.6415,35
insect,phi,uncoupled,34,4.8509,4.3685,5.1434,4.7921,0.6381,35
insect,phi,uncoupled,35,4.8796,4.3685,5.2939,4.8858,0.7418,35
insect,phi,uncoupled,36,4.8796,4.3685,5.2973,4.8985,0.7263,35
insect,phi,uncoupled,37,4.8796,4.4104,5.2973,4.9209,0.6930,35
insect,phi,uncoupled,38,4.9387,4.5183,5.3359,4.9713,0.6929,35
insect,phi,uncoupled,39,4.9387,4.5183,5.3704,4.9796,0.6995,35
insect,phi,uncoupled,40,4.9387,4.5183,5.3704,4.9828,0.6979,35
insect,phi,uncoupled,41,4.9923,4.6046,5.3958,5.0295,0.7057,35
insect,phi,uncoupled,42,4.9923,4.6046,5.4262,5.0505,0.7142,35
insect,phi,uncoupled,43,4.9953,4.6847,5.4262,5.0855,0.7061,35
insect,phi,uncoupled,44,4.9953,4.7404,5.4262,5.1060,0.6920,35
insect,phi,uncoupled,45,4.9953,4.7404,5.5885,5.1507,0.7513,35
insect,phi,uncoupled,46,5.0083,4.7404,5.5885,5.1741,0.7304,35
insect,phi,uncoupled,47,5.0262,4.7449,5.5885,5.1953,0.7319,35
insect,phi,uncoupled,48,5.0262,4.7449,5.5885,5.1998,0.7302,35
insect,phi,uncoupled,49,5.0262,4.7449,5.7335,5.2272,0.7432,35
insect,phi,uncoupled,50,5.0262,4.7449,5.8112,5.2525,0.7739,35
insect,phi,uncoupled,51,5.1039,4.7449,5.8112,5.2708,0.7696,35
insect,phi,uncoupled,52,5.1216,4.8095,5.8112,5.2951,0.7605,35
insect,phi,uncoupled,53,5.1216,4.8095,5.8529,5.2974,0.7625,35
insect,phi,uncoupled,54,5.2094,4.8095,5.8888,5.3439,0.7802,35
insect,phi,uncoupled,55,5.2094,4.8533,5.8888,5.3528,0.7874,35
insect,phi,uncoupled,56,5.2117,4.8533,5.8888,5.3640,0.7854,35
insect,phi,uncoupled,57,5.2117,4.8533,5.9172,5.3763,0.7999,35
insect,phi,uncoupled,58,5.2117,4.8533,5.9172,5.3843,0.8041,35
insect,phi,uncoupled,59,5.2391,4.9566,5.9172,5.4177,0.7791,35
insect,phi,uncoupled,60,5.2391,4.9566,5.9172,5.4246,0.7890,35
insect,phi,uncoupled,61,5.2750,4.9915,5.9316,5.4589,0.7922,35
insect,phi,uncoupled,62,5.3596,4.9915,5.9316,5.4784,0.7765,35
insect,phi,uncoupled,63,5.3596,4.9915,5.9516,5.4860,0.7767,35
insect,phi,uncoupled,64,5.3596,4.9915,5.9516,5.5043,0.7994,35
insect,phi,uncoupled,65,5.3596,5.0172,6.1951,5.5288,0.8010,35
insect,phi,uncoupled,66,5.3596,5.0385,6.1951,5.5445,0.8049,35
insect,phi,uncoupled,67,5.3596,5.0385,6.1951,5.5514,0.8138,35
insect,phi,uncoupled,68,5.3596,5.0385,6.1951,5.5520,0.8141,35
insect,phi,uncoupled,69,5.3596,5.0385,6.1951,5.5555,0.8137,35
insect,phi,uncoupled,70,5.3852,5.0385,6.1951,5.5932,0.8044,35
insect,phi,uncoupled,71,5.4352,5.0385,6.1951,5.6324,0.7980,35
insect,phi,uncoupled,72,5.4445,5.1240,6.1951,5.6915,0.7811,35
insect,phi,uncoupled,73,5.6079,5.1690,6.2842,5.7274,0.7837,35
insect,phi,uncoupled,74,5.6079,5.1690,6.4738,5.7566,0.8004,35
insect,phi,uncoupled,75,5.6079,5.1690,6.4738,5.7717,0.8179,35
insect,phi,uncoupled,76,5.6079,5.1872,6.5285,5.7998,0.8352,35
insect,phi,uncoupled,77,5.6079,5.1872,6.5373,5.8254,0.8491,35
insect,phi,uncoupled,78,5.6084,5.1872,6.5373,5.8550,0.8720,35
insect,phi,uncoupled,79,5.6084,5.1872,6.5373,5.8657,0.8766,35
insect,phi,uncoupled,80,5.6084,5.3550,6.5373,5.8995,0.8663,35
insect,phi,uncoupled,81,5.6585,5.3550,6.5373,5.9235,0.8578,35
insect,phi,uncoupled,82,5.6585,5.4289,6.7668,5.9590,0.8606,35
insect,phi,uncoupled,83,5.6585,5.4289,6.7668,6.0035,0.8561,35
insect,phi,uncoupled,84,5.8054,5.4398,6.7668,6.0345,0.8489,35
insect,phi,uncoupled,85,5.8234,5.4512,6.7668,6.0456,0.8492,35
insect,phi,uncoupled,86,5.8234,5.4512,6.7688,6.0551,0.8579,35
insect,phi,uncoupled,87,5.8234,5.4727,6.7688,6.0569,0.8565,35
insect,phi,uncoupled,88,5.9471,5.4884,6.7688,6.1077,0.8677,35
insect,phi,uncoupled,89,5.9471,5.4884,6.7688,6.1189,0.8742,35
insect,phi,uncoupled,90,5.9489,5.4884,6.8223,6.1373,0.8763,35
insect,phi,uncoupled,91,5.9523,5.5774,6.9458,6.1814,0.8866,35
insect,phi,uncoupled,92,5.9580,5.6214,6.9512,6.2047,0.8550,35
insect,phi,uncoupled,93,6.0188,5.7186,6.9512,6.2384,0.8490,35
insect,phi,uncoupled,94,6.1793,5.7789,6.9512,6.3164,0.8238,35
insect,phi,uncoupled,95,6.1793,5.8251,7.0020,6.3548,0.8288,35
insect,phi,uncoupled,96,6.4240,5.8251,7.0020,6.3690,0.8325,35
insect,phi,uncoupled,97,6.4240,5.8251,7.0020,6.3806,0.8366,35
insect,phi,uncoupled,98,6.4240,5.8251,7.0020,6.3843,0.8395,35
insect,phi,uncoupled,99,6.4240,5.8251,7.0020,6.3906,0.8415,35
insect,phi,uncoupled,100,6.6512,5.8251,7.0774,6.4276,0.8479,35
insect,phi,uncoupled,101,6.6512,5.8452,7.0845,6.4575,0.8291,35
insect,phi,uncoupled,102,6.6512,5.8646,7.0996,6.4710,0.8291,35
insect,phi,uncoupled,103,6.6512,5.8693,7.1285,6.4936,0.8442,35
insect,phi,uncoupled,104,6.6571,5.9397,7.1285,6.5132,0.8340,35
insect,phi,uncoupled,105,6.6571,5.9397,7.1571,6.5397,0.8432,35
insect,phi,uncoupled,106,6.6571,5.9437,7.1571,6.5452,0.8454,35
insect,phi,uncoupled,107,6.6571,5.9534,7.1571,6.5589,0.8454,35
insect,phi,uncoupled,108,6.6571,5.9714,7.1571,6.5858,0.8403,35
insect,phi,uncoupled,109,6.6571,5.9714,7.1736,6.6010,0.8455,35
insect,phi,uncoupled,110,6.7218,5.9810,7.1877,6.6257,0.8493,35
insect,phi,uncoupled,111,6.8222,6.0011,7.1877,6.6363,0.8511,35
insect,phi,uncoupled,112,6.9470,6.0181,7.2022,6.6678,0.8551,35
insect,phi,uncoupled,113,6.9633,6.0181,7.2022,6.6920,0.8468,35
insect,phi,uncoupled,114,6.9633,6.0817,7.3417,6.7288,0.8502,35
insect,phi,uncoupled,115,6.9633,6.0834,7.3570,6.7485,0.8420,35
insect,phi,uncoupled,116,6.9633,6.0834,7.3992,6.7642,0.8453,35
insect,phi,uncoupled,117,6.9633,6.0834,7.4131,6.7719,0.8493,35
insect,phi,uncoupled,118,6.9633,6.1045,7.4131,6.7868,0.8356,35
insect,phi,uncoupled,119,7.0616,6.1402,7.4131,6.8148,0.8355,35
insect,phi,uncoupled,120,7.0616,6.1431,7.4676,6.8532,0.8174,35
insect,phi,uncoupled,121,7.0616,6.1755,7.4676,6.8688,0.8154,35
insect,phi,uncoupled,122,7.0616,6.1871,7.4676,6.8863,0.8139,35
insect,phi,uncoupled,123,7.0616,6.1871,7.4703,6.8864,0.8140,35
insect,phi,uncoupled,124,7.0616,6.2023,7.4703,6.8950,0.8151,35
insect,phi,uncoupled,125,7.0621,6.2023,7.4947,6.9150,0.8217,35
insect,phi,uncoupled,126,7.1264,6.2437,7.5363,6.9306,0.8218,35
insect,phi,uncoupled,127,7.1264,6.3231,7.5363,6.9402,0.8155,35
insect,phi,uncoupled,128,7.1438,6.3329,7.5534,6.9661,0.8211,35
insect,phi,uncoupled,129,7.1438,6.3616,7.5534,6.9737,0.8205,35
insect,phi,uncoupled,130,7.1624,6.3632,7.6447,6.9981,0.7990,35
insect,phi,uncoupled,131,7.1624,6.3632,7.7383,7.0233,0.7923,35
insect,phi,uncoupled,132,7.1624,6.3687,7.7383,7.0367,0.7836,35
insect,phi,uncoupled,133,7.1657,6.4281,7.7383,7.0450,0.7759,35
insect,phi,uncoupled,134,7.1657,6.4601,7.7597,7.0584,0.7821,35
insect,phi,uncoupled,135,7.1657,6.4879,7.7597,7.0881,0.7411,35
insect,phi,uncoupled,136,7.1868,6.4879,7.7699,7.1052,0.7395,35
insect,phi,uncoupled,137,7.2927,6.4879,7.7738,7.1211,0.7408,35
insect,phi,uncoupled,138,7.2927,6.6459,7.7738,7.1361,0.7351,35
insect,phi,uncoupled,139,7.2927,6.6459,7.7897,7.1430,0.7378,35
insect,phi,uncoupled,140,7.2927,6.6459,7.8201,7.1571,0.7382,35
insect,phi,uncoupled,141,7.2927,6.6459,7.8269,7.1755,0.7305,35
insect,phi,uncoupled,142,7.2995,6.6459,7.8269,7.1832,0.7290,35
